hdb_label,hdb_names,id,new_name,prompt,source,title,umap_x,umap_y
-1,outliers,563bd1d2-3875-4304-b968-6de87cf60242,outliers,"A military cadence of a fascist hobgoblin army, gravely, cold and menacing, efficient and making fun of war crimes with dark humor",udio,March of the Ironfang Legion Hobgoblin Army,-4.5054488182,3.0356965065
-1,outliers,56445c06-4448-4316-b650-af992ffe74fe,outliers,"Rock, pop, male vocalist, anthemic, seen live, festival, uplifting, 
[Chorus]
Instrumentation: Full band with maximum energy, adding harmony vocals and additional guitar layers.
Melody: Most powerful and anthemic iteration.
Chords: G - D - Em - C (first half), Em - C - G - D (second half)
Dynamics: High energy and loud, creating a climactic feel.

[Outro]
Instrumentation: Gradual reduction, returning to acoustic guitar and light percussion.
Melody: Simple and reflective, echoing the chorus.
Chords: G - D - Em - C (repeated, fading out)
Dynamics: Soft, bringing the song to a gentle close.",udio,Stand Tall ,-7.0492620468,0.5847316384
-1,outliers,56487772-7530-4ead-a83a-8db2c4c29583,outliers,a song about losing my keys in the style of amy winehouse,udio,Jangle Blues,-3.6162991524,0.5026689768
-1,outliers,5648883d-01e2-49f6-a43a-f1a496e244a1,outliers,The track should have a strong reggae and dub influence. It should be like track from Radikal Guru and Disciples,udio,420 Groove and Vibes ,-6.505947113,-4.8469934464
-1,outliers,5649f1e7-7844-4a47-a10c-0efb43784430,outliers," guitar solo, progressive rock/aor classic rock, guitar,  drum and bass, rock opera, piano, ",udio,Electric Love,-7.8093671799,2.5882897377
67,song_synthwave_cyberpunk,937e0b6a-2e3d-4baa-a3b1-88172f1f9967,synthwave,"a fast aggressive song about a love assassin hunting down her target through a neon cyberpunk city, goth rock, female vocalist",udio,Neon Venom,-6.3180999756,-1.5572209358
12,comedy_stand_live,938a1716-e01d-4f17-898e-7c59e8ec3cfc,comedy,standup comedy show in front of a live audience,udio,Turkey Dog,-2.6644728184,5.0287470818
54,country_song_pop,938f526c-e4ea-4db4-9c19-a1637f93d2d2,country,"A song about Joseph enjoying his retiered life. Feeling excited and hopeful, classic country, uplifting, optimistic, playful, male voice",udio,New Beginnings for Joseph ,0.2025579065,-2.7181847095
-1,outliers,93972ee2-4916-4b8f-a404-e98781e9949d,outliers,"a song sung by the All-Father, Norse Folk, folk, Odin, Othan, male vocalist, mellow, deep, medieval, hip hop, rap hip-hop r b, melodic, rhythmic, ",udio,Whispers of Yggdrasil,-4.6609525681,3.4511191845
16,phonk_song_music,939b03b8-5d1b-4946-baa6-2bc22ebec84e,phonk,melodic hip hop drums,udio,"From Judgment To Joy, Yahweh's Plan (Purify The Lips, Redeem The Land) - Zephaniah 3",-5.6654992104,-3.7809233665
42,pop_japanese_anime,939ddd13-9469-47c7-9315-e18a0d613c19,japanese,"Prompt: kawaii cute voice doing an interview. no music. talking. high-pitched voice, cute voice, female vocalist, chibi voice. cute anime voice.",udio,hmm,-7.959400177,-1.2765309811
-1,outliers,93a612cb-aba0-4ab5-94ab-17eff1fd2e35,outliers,"euphoric hardstyle, female vocalists, eerie emotional scary intro build up. Song about 10 years in Los Santos, from the bottom to the top, gta gods.
Chorus ""T.D.F. Crew's here, bow down. Bow down to the kings"".
",udio,Bow Down,-5.1936292648,-2.5932044983
-1,outliers,1e2d9a1d-5c49-466b-8dea-c4a070a81c90,outliers,"southern rock, blues rock, country rock, hoarse female vocals, melodic, lively",udio,Ballbustin',-8.1242246628,1.5969787836
-1,outliers,1e3b25a3-78f1-4c06-a7bf-7c8a03ef65e6,outliers,I want to compose a song for my son. i want him to know that words cannot expresshow much i love him and that he is the most important person in this world for me.,udio,Endless Heart ext v1.1.1.2,-1.2037848234,-0.7501169443
70,song_edm_love,1e4e3171-7bd8-481d-bdc2-01c27d0f6e0f,edm,"a song about a journey to find oneself, electro, electro house, ",udio,Reclaim the Horizon,-6.138027668,-2.5151033401
78,house_trance_female,e79bef26-16b1-4856-94d7-12f75acfa3cb,trance,"house music, melodic, female vocal, beats, uplifting",udio,Infinite Rhythms,-8.8400993347,-3.3804824352
60,rock_roll_hard,e7a20893-64c5-469f-80cb-75da69759be5,rock,"rock, ",udio,Euro Time,-4.8237390518,1.9094536304
30,hop_hip_rap,e7a757ec-c901-47a4-9abc-10ebced69a7e,hiphop,"a song about a firefighter's first day, hip hop",udio,Baptism by Fire,-2.9691998959,-3.8184640408
44,female_vocalist_orchestral,e7aa323d-d97b-49fa-bf35-dd2eeadaf07f,female vocal,"elven,elvish,whispered,mystical,ethereal,light hearted, cheerful,uptempo,medieval,atmospheric,male baritone,male vocals,cho,polyhonic,atonal,male,duet,duets, romantic classical,lush,melodic,pasionate,plucked strings,cello,soft,trickling water,flowing water,aquatic,minor chords,emotive,meditative,lush,bird song,wind,leaves,ambient,pentatonic,shakuhachi,nature sounds",udio,The Song of Leaf & Grove,-7.7113265991,1.4306586981
7,swing_electro_house,e7b262ef-1ce3-410d-8c01-6a9036f78e0c,electroswing,"swing rock, balkan, trap",udio,Friday,-7.9261922836,-2.83548522
54,country_song_pop,e7bd650b-2135-4860-96a6-38101de50c5e,country,"technocountry, glitch western",udio,The Laundromat Philosopher ,0.4819420576,-2.3113241196
-1,outliers,e7cdcd50-5040-4906-aefe-420bb7796125,outliers,"The hardest, most raw, dirtiest, most grimy and sludgy but melodic and anthemic modern alternative rock song with a modern twist but throwback to the 90's era.  With nodern insane guitar riffs and huge rythum and vocal range.",udio,Freaks for Weeks,-6.5354709625,2.3866066933
-1,outliers,e7d22e29-f981-43fd-b6a1-70ad99f7b58c,outliers,"a song about the pier in Gaza. 1979, yacht rock, soulful, piano, melodic, bassline, funky funky funky, ",udio,Pierless In Gaza ,-5.4865627289,-1.0958628654
63,rock_drum_guitar,e7d94c71-e178-4631-91b7-178e59bfce24,rock,"AOR, hair metal, male vocalist, keyboards, anthemic, repetitive, a song about lifting weights and sweating profusely while having a mullet and wearing sunglasses.",udio,My Strong Ones,-7.5585007668,2.8734402657
-1,outliers,e7de29c9-e9dd-4a06-aa8d-4389eccadaee,outliers,"baroque pop, dreamy pop, boy band, romantic, piano jazz, electric cello, deep house, chillout, ",udio,Sacred Sincerity,-7.8612518311,-0.6275309324
-1,outliers,142ad5eb-1896-415d-a1fe-03f895104c25,outliers,"doom metal, folk rock, transverse flute, female vocalist, dark",udio,Fairy's Vengeance,-6.9046435356,3.5002501011
-1,outliers,1432c01d-b9a9-46ac-be58-83b6abaa5f5d,outliers,"piano, singer-songwriter, ",udio,I'll see you in the heavens tonight,-7.5829806328,0.8642181754
-1,outliers,1438e3f3-d416-4b97-8892-f0a13ccf8ff2,outliers,"Female vocals, atmospheric shamanic song, house dance, Enigmatic, electronic music, future bass, Apache ethnic, Native American Flute, Pan flute, Trutruka, bells, Atmospheric, energetic ",udio,Osta,-8.6834383011,-2.7114999294
-1,outliers,143de1a8-556a-4154-a594-c99af09beca9,outliers,"Electro-Punk & Futuristic Rave with Cinematic Elements; rhythmic, cyberpunk, atmospheric, repetitive, futuristic, hypnotic, progressive, dense, electronic, energetic, industrial, glitchy, robotic, cinematic, alien",udio,Galactic Manifesto (Remix 2) 🏴‍☠️,-8.7910709381,-2.0597586632
-1,outliers,143f7de7-ca27-4586-9d06-ac4ed6b60d89,outliers,"Funky nu-disco boogie, chiptune groove, sophisticated dance-punk, synth-pop, disco, funk, new wave, ",udio,Painting the Town Brown,-7.8586273193,-2.406005621
54,country_song_pop,145002bd-52d3-4caa-b5b3-60d197b21f84,country,"a song about kamalas word salad, country pop, ",udio,Kamala Word Salad,-0.3659870923,-1.473053813
25,female_hip_rap,14524498-9473-4899-9219-06a59113de9e,hiphop,"Female vocalist, Hip hop, Pop rap, Electropop, Boastful, Contemporary r&b, Passionate, Vulgar, Aggressive, minor scale",udio,Stand for Ukraine (short version) by David J.V. Schöbl,-6.5222291946,-4.374789238
33,love_life_day,145c88a1-7262-4e80-9de6-a9aafe52ab53,mixed,2D girls are better,udio,Prime Dimension,-1.7317906618,2.5939025879
-1,outliers,145ec306-3cd0-49a3-87ab-7880eed5cb05,outliers,"heat pool party ice water cold beer summer time screen porch pickup truck, country rock, country pop",udio,Summer Hangout,-0.5759715438,-2.3157746792
26,drum_rock_string,146177df-8c35-45f9-9cf0-fce084b4c152,strings,"arab rock, female vocalist, bollywood, strings, guitar, keyboard, drums (drum set), violin, piano, orchestra, arabesk, energetic, epic music, arabesk, vocals harmobies",udio,I'll Follow the Echoes of our Yesterdays,-9.5642223358,2.3455653191
-1,outliers,1467fcfd-c747-4de8-83b5-1c84a182a947,outliers,"rock opera, vocal-chorus,medieval rock,  heavy metal, piano rock, electric violin, drum and bass, ",udio,Valhalla,-8.0695228577,2.4869315624
-1,outliers,c8b3e865-6062-41d4-bdc0-0c118ac77c3e,outliers,"powerpop,  female vocalist, melancholic, sad, bittersweet, sentimental, ",udio,Jurassic Heart,-8.1116924286,0.5006659031
-1,outliers,c8b8692a-8107-4159-8153-d2b7611c01f6,outliers,"experimental, psychedelic, A tribute to doctor who. Have this song take us on a tardis ride through the wiggley wobbley time and space.",udio,Vortex Dreams (Dr Who Tribute),-5.5813632011,-1.7837413549
-1,outliers,c8bc071a-e77a-4e9d-89cf-4da504292dac,outliers,A song about someone call grr-road. He is super cool and good at video games and lifts heavy weights. Sum 41 ,udio,Reign of Oh-Han,-3.0065925121,0.2306260914
30,hop_hip_rap,c8c590f3-3a9d-4858-b84f-b13a701d701a,hiphop,"Hip hop, east coast hip hop, pop rap, they keep coming at me like they can’t get hit, yeah son and I’m still legit, hop out of the Shelby and push your teeth through your lip, let me catch you slipping, I stay legit",udio,V’Lone Drip (Victory),-3.6304910183,-5.3847136497
57,rock_metal_alternative,c8c750f5-c45d-4b2a-ab4b-3180eb1ec79e,alternative,"nu metal, alternative rock, female vocalist, industrial, synthesizer, bass guitar, drums (drum set), electronica, melodic, rhytmic, shoegaze, catchy, anthemic",udio,PALETTE,-8.6965675354,3.2497308254
-1,outliers,627865cb-5e89-4938-89f9-cbac131dc71f,outliers,"disco, 122 bpm, soul, jazz guitar, 80s, strings",udio,Disco Rush Fever,-6.9219374657,-2.3085567951
30,hop_hip_rap,627b1182-df5c-4028-9aaa-059ff433cb55,hiphop,A lil Jon type club song about Johnny bravo cruising in the car and feeling so good and when you feel so good you show everyone how good you feel by dropping your elbow out the window. This is the universal signal to show that you are having a great day and enjoying yourself. Make the best have crunk lil Jon down south hip hop feel. Make the vocalist a male in 40s that sounds like the rapper Brav from the Freeloadas ,udio,Swagger on Display,-3.6277878284,-3.5741233826
-1,outliers,627e03bc-bc41-4dca-b79d-1bf17098f093,outliers,"She is attracted to what she knows isn't good.  Male Voice, heavy metal, electric base guitar, heavy drums, heavy Piano",udio,Fire and Smoke!,-4.497153759,1.9206436872
-1,outliers,6282250d-8885-4c99-9447-75b6071941f3,outliers,"create a melodic hardstyle, with an epic melody, with female vocals (no male voice shouting )about the ups and downs of the startup rollercoaster, the hard times and setbacks, the doubt and the positive conclusion how everything pays off every day when you can pursue your passion and create innovation that has positive impact to people all over the world. ""Follow your dreams, follow your passion"" should be part of the motivational conclusion of the lyrics",udio,Code of Dreams (Startup Anthem),-5.9577240944,-3.1944336891
54,country_song_pop,6288d5ab-960a-4450-ace0-886d46253fdd,country,"walls I build, country rap, modern country,",udio,Fortress Road,0.8349912763,-2.4661204815
-1,outliers,628a0780-8b80-497f-a525-bd06ac5435ad,outliers,"club/dance, psytrance, trance, techno, Industrial Techno/Hybrid Trap, hypnotic, instrumental, ",udio,25,-8.4252204895,-3.8395855427
-1,outliers,628dadd5-700d-44f4-81d8-b732b561db35,outliers,"male K-pop music , K-pop rock, electronic, dance-pop, UOMO",udio,Rising Idols,-8.6100225449,-2.069699049
30,hop_hip_rap,629b7723-a501-4d10-9be6-8647f8e7f477,hiphop,"East coast hip hop, Energetic, Trap, Wicked bass line, ",udio,"Light Em Up, Inspiration!",-4.9592666626,-4.9897413254
54,country_song_pop,62a1c63d-0558-4c40-b7bb-ed2bc691aef4,country,add a verse about a hot female mechanic who is working on my tractor,udio,Grease and Glamour - Full Song,0.2928075492,-0.9678118229
50,epic_orchestra_orchestral,62a32cfe-3970-4d04-a02c-af069a474cbf,orchestral,anthemic pop orchestral,udio,Born for the Skies ,-5.0443139076,2.3531639576
-1,outliers,62ae1aca-cdde-4b35-befc-c31a549d0968,outliers,"A spiritual journey through darkness,time and space, with ambient ortodox chanting in background, in search of light and love.  Synthpop, Rhythmic and electronic,fantasia, atmospheric, hypnotic, soothing, ",udio,Ethereal Echoes,-7.438978672,-0.9964277744
-1,outliers,837ec3df-e929-4d1d-ae39-c90f8a19b1a3,outliers,"melodramatic alternative rnb, very chill, nostalgic, stripped down, dreamy",udio,hot dogs gpt,-6.9200572968,-1.1916308403
-1,outliers,8380a493-cd60-44eb-b074-5adeefe5df72,outliers,"150 bpm, rock-n-roll music combined with full orchestra, song title ""It's Classical""",udio,It's Classical,-7.4786343575,-0.8998048902
-1,outliers,83815a2b-780e-497a-afcf-238ecbef3b74,outliers,"A song about React, Typescript, MERN stack and fetching data from an API, Male vocalist, Female vocalist, Drift Phonk song high intensity, high energy, mixed with EDM, electronic, synth-pop, house, Instrumental, Electronic, Dance-pop, Dance, Electropop, Electronic dance music, Energetic, Rhythmic, House, Party, Progressive house, Repetitive, Synth-pop, Tech house, Techno, Drift phonk",udio,Dev Beat,-8.4486083984,-2.9928574562
20,song_ai_trap,8395a570-7ed2-4c0c-a4f6-249e969ae66c,AI,"a song about freelancers working on artificial intelligence projects on freelancer.com , pop, ",udio,Silicon Dreams,-3.4639446735,-2.4940149784
22,soul_funk_motown,839683ac-7d17-41e3-bbab-06148294060b,funk,"Your mama and your pappa are jamming up my email inbox with a bunch of inane and paranoid bullshit, gruff male singer, soul, classic motown",udio,Mamma and Papa Drove Me Crazy,-6.1148805618,-1.6440862417
-1,outliers,8397f3e0-031f-48d1-a419-dad0b1fa550d,outliers,a song about big dreams in Migos like voice,udio,Rising Fast 2.0,-3.5328896046,-2.8826932907
-1,outliers,8399844f-3c3d-44c7-b5a3-6665e6725b4c,outliers,"Add male vocalist with Russian accent.

A screaming incoherently punk song called ""5 minutes with Derrick""

",udio,Five Minutes with Derrick ,-4.5035557747,0.7042590976
57,rock_metal_alternative,a585dc8f-67f9-470c-810e-de361bd975d9,alternative,"alternative rock, alternative hard rock, bass guitar, male vocalist, hard rock, nu metal",udio,Walk alone,-8.5322551727,3.3877363205
-1,outliers,a58d461e-fbb6-44a8-adf0-fbc0e12e005b,outliers,"sexy chill hiphop music, slow tempo, groovy, charming female voice. Text about love and passion. title track ""Need you"", title on cover, ",udio,Feel the heat,-7.2188749313,-1.2097717524
-1,outliers,a59313eb-5600-42a9-9c63-2730ef15d3c7,outliers,"majestic symphony, dark metal fusion, fleeting moments of peace, orchestral power, virtuosic solos, narrative depth, melancholic reflection, dynamic intensity, lyrical introspection, hidden emotional pain",udio,Eclipsed Struggles (Exploration and Joy),-5.86196661,3.1698834896
54,country_song_pop,a5952e49-d8be-4158-9a93-29096fd2116c,country,"traditional bluegrass, ",udio,Just A Little Shot,-0.6458824873,-2.3419454098
-1,outliers,a5959833-4542-473c-897e-9c8456d1b07d,outliers,"a song about a dwarf who is tired of talking and ready to fight, metal, male singer, passionate, hard rock, keyboard, guitar, bass, drums (drum set), bass guitar, heavy metal, male vocalist, heavy, ",udio,Fury Unleashed,-6.8474526405,3.4683389664
74,metal_epic_symphonic,a597d1ff-84b7-406f-88f8-67e83d958c41,metal/symphonic,"create a song about a dragon falling in love with her shadow, folk metal, viking metal, epic folk metal, metal, progressive metal, heavy, ",udio,Embrace of Fire and Shadow ext v1.1.1.1,-5.1076588631,3.921400547
-1,outliers,a5984e81-42c1-4f74-bfe5-77b1ad7b4c13,outliers,"female vocalist, passionate, bittersweet, emotional music, ballad, sentimental, singer-songwriter, trip hop, ",udio,"Konoko13  ""I'm Falling"" Can You See Me?",-8.1546649933,0.0115015209
65,pop_rock_female,a59a9c27-ddc6-440b-9e66-46c74b43ed4d,pop-rock,"Female vocalist, Indie pop, Alt-pop,  Bedroom pop, Melancholic, Singer songwriter , strum guitars , ambient pop, mellow, sentimental, introspective, drums",udio,Lara's Melancholy,-9.5417938232,0.2443403751
-1,outliers,a59b1408-5492-450a-9d6d-1bac9761c81d,outliers,five man acapella,udio,"Glory, Glory, Glory - to the Lord",-6.0294795036,0.1964031458
