url,title,prompt,tags,lyrics,status
https://suno.com/song/0006a07b-a26e-4457-9231-ab573a88351f,The Marking Days at Rhodes,acoustic folk narrative,acoustic folk narrative,,success
https://suno.com/song/0006cff2-b2ed-4f53-964e-be2ff8175be6,Highway Lights,emotional road trip vibe progressive house edm,emotional road trip vibe progressive house edm,,success
https://suno.com/song/000b2d9e-b603-4ab4-984f-354ed6615957,Meowdonna - Grumpy Cat's Anthem,distorted raw grunge,distorted raw grunge,,success
https://suno.com/song/f1655681-0e09-4118-8d8f-931be605a8b0,Heartbeat Symphony,pop vibrant energetic,pop vibrant energetic,,success
https://suno.com/song/f165660d-0015-4767-9eb6-43423860c912,Aqui Tem Tudo pro Seu Bebê,"ACUSTICO, CALMO, INFANTIL","ACUSTICO, CALMO, INFANTIL",,success
https://suno.com/song/f165a99a-e190-490c-8a80-27a02ab79db0,Inspirational 👏,,,,success
https://suno.com/song/f166a818-f85c-4f5b-b5f2-0332ef7ae1a3,Давай Убежим (Кайф AI Cover),"Melodic Power Metal, Alternative Metal","Melodic Power Metal, Alternative Metal",,success
https://suno.com/song/f167530d-16d7-404c-976e-c633ea36ea96,מעשן תמדא פאקאר עושה וייבים של אש,"psychedelic, pop, powerful, electro, trance, techno","psychedelic, pop, powerful, electro, trance, techno",,success
https://suno.com/song/f16753d4-b8bc-49e3-a08b-3bb0b112075f,The Tism Fox (made for a VRChat Friend),anthemic pop rock electric,anthemic pop rock electric,,success
https://suno.com/song/f16843ff-b358-419a-9a9f-9451595439a6,Kupu-Kupu Kecil,"String piano, female vocal, sad","String piano, female vocal, sad",,success
https://suno.com/song/f16a7eae-9134-40b8-98b1-4f5babdc9c8d,"มามิตติ้งก่อนสายไป(country,pop)","guitar, pop, country","guitar, pop, country",,success
https://suno.com/song/f16b7d8b-e662-4697-826e-52a9b6190443,PIANO DREAMS,electronic orchestral dreamy,electronic orchestral dreamy,,success
https://suno.com/song/f16cb188-47ce-4791-b278-6cc1784f1b27,ダンスホール,"Boyband, various male singer, J-Pop, Dance, adventurous, enthusiastic, YOASOBI-style, hypnotic glitchwitchelectrohouse LightJourner glitchmallsoftpiano post-edmravewave phonktopia ibizaromancehouse, amazing powerful ultra high cries, Layers of swirling, clean guitars drenched in delay build an expansive, sweet electric guitar, accordion, Heavy metal, funk bass guitar, female kawaii ephemeral vocals, A high ENG and chaos, Female Vocals Psytrance goa progressive trance catchy dark influenced mysterious deep bass trancescendend spirals dynamic danceable groovy slapped bass 808 sounds, A smooth blend of emo pop vocal melodies, grunge lo-fi, bitter and raspy female vocals, Uplifting J-Trance anthem, :( Jonathan Kennedy ):, Indie Pop, Dream Pop, Indie Rock, goa, psytrance, futuristic, Glitch-infused jazz-electropop with dynamic contrast, Funky, Violin, Piano, Funky Jazzy Undertones, J-Rock, Epic, Cinematic Rock, Male deep broken vocals, Violin, Synth-Pop, Genre: Swing Jazz/Big Band BPM: 120 Mood: Light, The track opens with a punchy bass solo, ""Oathbound Steel"" is a cinematic melodic death metal anthem forged in 440Hz fury, The track fuses chill dubstep, Rock, Howlin' Loudspeaker voice, cinematic ballaes, acoustic, Virtuoso Musicians, Hausercore Cello Technique, female singer, piano, emotional, Genre: Upbeat swing jazz with soulful female vocals BPM: 140 Mood: Energetic, violin, ethereal atmosphere, [Female Duet, Alternating Vocals, melodic metalcore electronic pop, (no style), Traditional Japanese instruments like koto and taiko anchor the verse with pentatonic melodies, Glam Pop, Uk Garage, Psychedelic, 90's dance-pop, deep house, french house, Hip hop R&b, Nostalgic dark metal technical bass, C Major, G Major, stepwise melody, Atmospheric Grunge Rap, Instrumental, Industrial, deep male vocal, bass solo, electronic, rhythmic, Electropop, Carimbó, Progressive Dance, A glitchy, emotionally charged alt-pop track featuring a male lead vocal, Electro, dance, synthwave, Create a high-energy Eurodance and electropop track inspired by early 2010s Russian girl group ""Serebro-style"", [Genre:(Mandarin tongue twister rap × playful glitch beat, Emotional Depth, Piano","Boyband, various male singer, J-Pop, Dance, adventurous, enthusiastic, YOASOBI-style, hypnotic glitchwitchelectrohouse LightJourner glitchmallsoftpiano post-edmravewave phonktopia ibizaromancehouse, amazing powerful ultra high cries, Layers of swirling, clean guitars drenched in delay build an expansive, sweet electric guitar, accordion, Heavy metal, funk bass guitar, female kawaii ephemeral vocals, A high ENG and chaos, Female Vocals Psytrance goa progressive trance catchy dark influenced mysterious deep bass trancescendend spirals dynamic danceable groovy slapped bass 808 sounds, A smooth blend of emo pop vocal melodies, grunge lo-fi, bitter and raspy female vocals, Uplifting J-Trance anthem, :( Jonathan Kennedy ):, Indie Pop, Dream Pop, Indie Rock, goa, psytrance, futuristic, Glitch-infused jazz-electropop with dynamic contrast, Funky, Violin, Piano, Funky Jazzy Undertones, J-Rock, Epic, Cinematic Rock, Male deep broken vocals, Violin, Synth-Pop, Genre: Swing Jazz/Big Band BPM: 120 Mood: Light, The track opens with a punchy bass solo, ""Oathbound Steel"" is a cinematic melodic death metal anthem forged in 440Hz fury, The track fuses chill dubstep, Rock, Howlin' Loudspeaker voice, cinematic ballaes, acoustic, Virtuoso Musicians, Hausercore Cello Technique, female singer, piano, emotional, Genre: Upbeat swing jazz with soulful female vocals BPM: 140 Mood: Energetic, violin, ethereal atmosphere, [Female Duet, Alternating Vocals, melodic metalcore electronic pop, (no style), Traditional Japanese instruments like koto and taiko anchor the verse with pentatonic melodies, Glam Pop, Uk Garage, Psychedelic, 90's dance-pop, deep house, french house, Hip hop R&b, Nostalgic dark metal technical bass, C Major, G Major, stepwise melody, Atmospheric Grunge Rap, Instrumental, Industrial, deep male vocal, bass solo, electronic, rhythmic, Electropop, Carimbó, Progressive Dance, A glitchy, emotionally charged alt-pop track featuring a male lead vocal, Electro, dance, synthwave, Create a high-energy Eurodance and electropop track inspired by early 2010s Russian girl group ""Serebro-style"", [Genre:(Mandarin tongue twister rap × playful glitch beat, Emotional Depth, Piano",,success
https://suno.com/song/f16e2467-ff92-4267-933e-eadd30b89b2a,Neremi Neremi,"trash metal, hypnotic glitchwitchelectrohouse LightJourner glitchmallsoftpiano post-edmravewave phonktopia ibizaromancehouse, amazing powerful ultra high cries, Layers of swirling, clean guitars drenched in delay build an expansive, sweet electric guitar, accordion, Heavy metal, funk bass guitar, female kawaii ephemeral vocals, A high ENG and chaos, Female Vocals Psytrance goa progressive trance catchy dark influenced mysterious deep bass trancescendend spirals dynamic danceable groovy slapped bass 808 sounds, A smooth blend of emo pop vocal melodies, grunge lo-fi, bitter and raspy female vocals, Uplifting J-Trance anthem, :( Jonathan Kennedy ):, Indie Pop, Dream Pop, Indie Rock, goa, psytrance, futuristic, Glitch-infused jazz-electropop with dynamic contrast, Funky, Violin, Piano, Funky Jazzy Undertones, J-Rock, Epic, Cinematic Rock, Male deep broken vocals, Violin, Synth-Pop, Genre: Swing Jazz/Big Band BPM: 120 Mood: Light, The track opens with a punchy bass solo, ""Oathbound Steel"" is a cinematic melodic death metal anthem forged in 440Hz fury, The track fuses chill dubstep, Rock, Howlin' Loudspeaker voice, cinematic ballaes, acoustic, Virtuoso Musicians, Hausercore Cello Technique, female singer, piano, emotional, Genre: Upbeat swing jazz with soulful female vocals BPM: 140 Mood: Energetic, violin, ethereal atmosphere, [Female Duet, Alternating Vocals, melodic metalcore electronic pop, (no style), Traditional Japanese instruments like koto and taiko anchor the verse with pentatonic melodies, Glam Pop, Uk Garage, Psychedelic, 90's dance-pop, deep house, french house, Hip hop R&b, Nostalgic dark metal technical bass, C Major, G Major, stepwise melody, Atmospheric Grunge Rap, Instrumental, Industrial, deep male vocal, bass solo, electronic, rhythmic, Electropop, Carimbó, Progressive Dance, A glitchy, emotionally charged alt-pop track featuring a male lead vocal, Electro, dance, synthwave, Create a high-energy Eurodance and electropop track inspired by early 2010s Russian girl group ""Serebro-style"", [Genre:(Mandarin tongue twister rap × playful glitch beat, Emotional Depth, Piano","trash metal, hypnotic glitchwitchelectrohouse LightJourner glitchmallsoftpiano post-edmravewave phonktopia ibizaromancehouse, amazing powerful ultra high cries, Layers of swirling, clean guitars drenched in delay build an expansive, sweet electric guitar, accordion, Heavy metal, funk bass guitar, female kawaii ephemeral vocals, A high ENG and chaos, Female Vocals Psytrance goa progressive trance catchy dark influenced mysterious deep bass trancescendend spirals dynamic danceable groovy slapped bass 808 sounds, A smooth blend of emo pop vocal melodies, grunge lo-fi, bitter and raspy female vocals, Uplifting J-Trance anthem, :( Jonathan Kennedy ):, Indie Pop, Dream Pop, Indie Rock, goa, psytrance, futuristic, Glitch-infused jazz-electropop with dynamic contrast, Funky, Violin, Piano, Funky Jazzy Undertones, J-Rock, Epic, Cinematic Rock, Male deep broken vocals, Violin, Synth-Pop, Genre: Swing Jazz/Big Band BPM: 120 Mood: Light, The track opens with a punchy bass solo, ""Oathbound Steel"" is a cinematic melodic death metal anthem forged in 440Hz fury, The track fuses chill dubstep, Rock, Howlin' Loudspeaker voice, cinematic ballaes, acoustic, Virtuoso Musicians, Hausercore Cello Technique, female singer, piano, emotional, Genre: Upbeat swing jazz with soulful female vocals BPM: 140 Mood: Energetic, violin, ethereal atmosphere, [Female Duet, Alternating Vocals, melodic metalcore electronic pop, (no style), Traditional Japanese instruments like koto and taiko anchor the verse with pentatonic melodies, Glam Pop, Uk Garage, Psychedelic, 90's dance-pop, deep house, french house, Hip hop R&b, Nostalgic dark metal technical bass, C Major, G Major, stepwise melody, Atmospheric Grunge Rap, Instrumental, Industrial, deep male vocal, bass solo, electronic, rhythmic, Electropop, Carimbó, Progressive Dance, A glitchy, emotionally charged alt-pop track featuring a male lead vocal, Electro, dance, synthwave, Create a high-energy Eurodance and electropop track inspired by early 2010s Russian girl group ""Serebro-style"", [Genre:(Mandarin tongue twister rap × playful glitch beat, Emotional Depth, Piano",,success
https://suno.com/song/f16e6cc4-ee4b-4284-b30e-e44d2a8d6098,Power Surge,rock powerful energetic,rock powerful energetic,,success
https://suno.com/song/f16e950a-1330-4237-8f69-034d1acb8c47,shri krishna,lofi folk,lofi folk,,success
https://suno.com/song/57db9fc1-77c3-4d49-ae30-bf2432ee0747,Die Liebe bleibt,"Rock, Gitarre und piano","Rock, Gitarre und piano",,success
https://suno.com/song/57dbfb5e-ef4e-4cc2-839c-6a1ca39c15d4,Sun of the sleepless! Melancholy star!,Italo disco,Italo disco,,success
https://suno.com/song/57dce876-5c9a-4912-a544-33436a6759a4,Sunshine and Dreams,"80s, rock, hypnotic glitchwitchelectrohouse LightJourner glitchmallsoftpiano post-edmravewave phonktopia ibizaromancehouse, amazing powerful ultra high cries, Layers of swirling, clean guitars drenched in delay build an expansive, sweet electric guitar, accordion, Heavy metal, funk bass guitar, female kawaii ephemeral vocals, A high ENG and chaos, Female Vocals Psytrance goa progressive trance catchy dark influenced mysterious deep bass trancescendend spirals dynamic danceable groovy slapped bass 808 sounds, A smooth blend of emo pop vocal melodies, grunge lo-fi, bitter and raspy female vocals, Uplifting J-Trance anthem, :( Jonathan Kennedy ):, Indie Pop, Dream Pop, Indie Rock, goa, psytrance, futuristic, Glitch-infused jazz-electropop with dynamic contrast, Funky, Violin, Piano, Funky Jazzy Undertones, J-Rock, Epic, Cinematic Rock, Male deep broken vocals, Violin, Synth-Pop, Genre: Swing Jazz/Big Band BPM: 120 Mood: Light, The track opens with a punchy bass solo, ""Oathbound Steel"" is a cinematic melodic death metal anthem forged in 440Hz fury, The track fuses chill dubstep, Rock, Howlin' Loudspeaker voice, cinematic ballaes, acoustic, Virtuoso Musicians, Hausercore Cello Technique, female singer, piano, emotional, Genre: Upbeat swing jazz with soulful female vocals BPM: 140 Mood: Energetic, violin, ethereal atmosphere, [Female Duet, Alternating Vocals, melodic metalcore electronic pop, (no style), Traditional Japanese instruments like koto and taiko anchor the verse with pentatonic melodies, Glam Pop, Uk Garage, Psychedelic, 90's dance-pop, deep house, french house, Hip hop R&b, Nostalgic dark metal technical bass, C Major, G Major, stepwise melody, Atmospheric Grunge Rap, Instrumental, Industrial, deep male vocal, bass solo, electronic, rhythmic, Electropop, Carimbó, Progressive Dance, A glitchy, emotionally charged alt-pop track featuring a male lead vocal, Electro, dance, synthwave, Create a high-energy Eurodance and electropop track inspired by early 2010s Russian girl group ""Serebro-style"", [Genre:(Mandarin tongue twister rap × playful glitch beat, Emotional Depth, Piano","80s, rock, hypnotic glitchwitchelectrohouse LightJourner glitchmallsoftpiano post-edmravewave phonktopia ibizaromancehouse, amazing powerful ultra high cries, Layers of swirling, clean guitars drenched in delay build an expansive, sweet electric guitar, accordion, Heavy metal, funk bass guitar, female kawaii ephemeral vocals, A high ENG and chaos, Female Vocals Psytrance goa progressive trance catchy dark influenced mysterious deep bass trancescendend spirals dynamic danceable groovy slapped bass 808 sounds, A smooth blend of emo pop vocal melodies, grunge lo-fi, bitter and raspy female vocals, Uplifting J-Trance anthem, :( Jonathan Kennedy ):, Indie Pop, Dream Pop, Indie Rock, goa, psytrance, futuristic, Glitch-infused jazz-electropop with dynamic contrast, Funky, Violin, Piano, Funky Jazzy Undertones, J-Rock, Epic, Cinematic Rock, Male deep broken vocals, Violin, Synth-Pop, Genre: Swing Jazz/Big Band BPM: 120 Mood: Light, The track opens with a punchy bass solo, ""Oathbound Steel"" is a cinematic melodic death metal anthem forged in 440Hz fury, The track fuses chill dubstep, Rock, Howlin' Loudspeaker voice, cinematic ballaes, acoustic, Virtuoso Musicians, Hausercore Cello Technique, female singer, piano, emotional, Genre: Upbeat swing jazz with soulful female vocals BPM: 140 Mood: Energetic, violin, ethereal atmosphere, [Female Duet, Alternating Vocals, melodic metalcore electronic pop, (no style), Traditional Japanese instruments like koto and taiko anchor the verse with pentatonic melodies, Glam Pop, Uk Garage, Psychedelic, 90's dance-pop, deep house, french house, Hip hop R&b, Nostalgic dark metal technical bass, C Major, G Major, stepwise melody, Atmospheric Grunge Rap, Instrumental, Industrial, deep male vocal, bass solo, electronic, rhythmic, Electropop, Carimbó, Progressive Dance, A glitchy, emotionally charged alt-pop track featuring a male lead vocal, Electro, dance, synthwave, Create a high-energy Eurodance and electropop track inspired by early 2010s Russian girl group ""Serebro-style"", [Genre:(Mandarin tongue twister rap × playful glitch beat, Emotional Depth, Piano",,success
https://suno.com/song/57dd48ba-9146-48f4-9907-f9b50983ceb6,Le Feu de Camp des Animaux,western guitare et banjo acoustique,western guitare et banjo acoustique,,success
https://suno.com/song/57ddea5b-6b39-459a-9ff0-712d8262e810,veamos,"dreamy, psychedelic, synth, synthwave, alternative rock, analog music, melodic, minimalistic, space sounds","dreamy, psychedelic, synth, synthwave, alternative rock, analog music, melodic, minimalistic, space sounds",,success
https://suno.com/song/57dfce6b-cdaf-4d80-90b0-ce175f2235c6,tritre alex test 02,"funky rap, 808 bass, trumpet, yakuza, boom bap, saucisse","funky rap, 808 bass, trumpet, yakuza, boom bap, saucisse",,success
https://suno.com/song/57e13542-04fc-48b9-b9a8-a8a2739106df,Buggy Brown,Country Twang,Country Twang,,success
https://suno.com/song/57e2b832-a064-4d7b-acf5-feb54781815d,Under Pixel Skies,electronic synthwave retro,electronic synthwave retro,,success
https://suno.com/song/57e3cbfb-c4b9-44e5-9478-1722b1faab7d,Elegant Ballerina,"a cappella, peaceful bossa nova and Latin jazz orchestra with sax","a cappella, peaceful bossa nova and Latin jazz orchestra with sax",,success
https://suno.com/song/57e59226-284a-4cb5-b716-76239f64cf2c,Celebratin' You,scat swing 1950s jazz,scat swing 1950s jazz,,success
https://suno.com/song/57e5b7d0-0794-4207-8991-9b677a7b7d91,Summer Dream,"electro house, violin, soundtrack, hip hop","electro house, violin, soundtrack, hip hop",,success
https://suno.com/song/7e672fe3-c46d-4163-bbb7-9b2dc4d32706,Cavern Down,No energy Just cave noises at the end of time,No energy Just cave noises at the end of time,,success
https://suno.com/song/7e679f24-5f53-47b6-ba28-4ce119e6fcf1,So richtest du einen WLAN Router ein,,,,success
https://suno.com/song/7e6894a6-1ada-4351-b3b5-22086876bb85,Isla ng Ligaya,laid-back tropical reggae,laid-back tropical reggae,,success
https://suno.com/song/7e696c72-fe80-4cff-81e0-ae1e52b2acc0,DJ nbl lagi,"Indonesian DJ, Dangdut, full bass, DJ 60hz","Indonesian DJ, Dangdut, full bass, DJ 60hz",,success
https://suno.com/song/7e6fedf2-dc63-49fe-8c36-50c7eacc9eae,Payload Race (Score by Neon Shadow),punk pop supernatural rock industrial rock classical music orchestra choir epic backup vocals,punk pop supernatural rock industrial rock classical music orchestra choir epic backup vocals,,success
https://suno.com/song/7e700235-1c4d-42ef-a347-73c396e644dd,The Creation of Adam-亞當的創造,Breakbeat Balkan Brass Band,Breakbeat Balkan Brass Band,,success
https://suno.com/song/7e734406-53ea-4ee3-bf62-d2fe5cbd66a1,Eternal Abyss EXTENDED,"epic melodic metalcore intense, hypnotic glitchwitchelectrohouse LightJourner glitchmallsoftpiano post-edmravewave phonktopia ibizaromancehouse, amazing powerful ultra high cries, Layers of swirling, clean guitars drenched in delay build an expansive, sweet electric guitar, accordion, Heavy metal, funk bass guitar, female kawaii ephemeral vocals, A high ENG and chaos, Female Vocals Psytrance goa progressive trance catchy dark influenced mysterious deep bass trancescendend spirals dynamic danceable groovy slapped bass 808 sounds, A smooth blend of emo pop vocal melodies, grunge lo-fi, bitter and raspy female vocals, Uplifting J-Trance anthem, :( Jonathan Kennedy ):, Indie Pop, Dream Pop, Indie Rock, goa, psytrance, futuristic, Glitch-infused jazz-electropop with dynamic contrast, Funky, Violin, Piano, Funky Jazzy Undertones, J-Rock, Epic, Cinematic Rock, Male deep broken vocals, Violin, Synth-Pop, Genre: Swing Jazz/Big Band BPM: 120 Mood: Light, The track opens with a punchy bass solo, ""Oathbound Steel"" is a cinematic melodic death metal anthem forged in 440Hz fury, The track fuses chill dubstep, Rock, Howlin' Loudspeaker voice, cinematic ballaes, acoustic, Virtuoso Musicians, Hausercore Cello Technique, female singer, piano, emotional, Genre: Upbeat swing jazz with soulful female vocals BPM: 140 Mood: Energetic, violin, ethereal atmosphere, [Female Duet, Alternating Vocals, melodic metalcore electronic pop, (no style), Traditional Japanese instruments like koto and taiko anchor the verse with pentatonic melodies, Glam Pop, Uk Garage, Psychedelic, 90's dance-pop, deep house, french house, Hip hop R&b, Nostalgic dark metal technical bass, C Major, G Major, stepwise melody, Atmospheric Grunge Rap, Instrumental, Industrial, deep male vocal, bass solo, electronic, rhythmic, Electropop, Carimbó, Progressive Dance, A glitchy, emotionally charged alt-pop track featuring a male lead vocal, Electro, dance, synthwave, Create a high-energy Eurodance and electropop track inspired by early 2010s Russian girl group ""Serebro-style"", [Genre:(Mandarin tongue twister rap × playful glitch beat, Emotional Depth, Piano","epic melodic metalcore intense, hypnotic glitchwitchelectrohouse LightJourner glitchmallsoftpiano post-edmravewave phonktopia ibizaromancehouse, amazing powerful ultra high cries, Layers of swirling, clean guitars drenched in delay build an expansive, sweet electric guitar, accordion, Heavy metal, funk bass guitar, female kawaii ephemeral vocals, A high ENG and chaos, Female Vocals Psytrance goa progressive trance catchy dark influenced mysterious deep bass trancescendend spirals dynamic danceable groovy slapped bass 808 sounds, A smooth blend of emo pop vocal melodies, grunge lo-fi, bitter and raspy female vocals, Uplifting J-Trance anthem, :( Jonathan Kennedy ):, Indie Pop, Dream Pop, Indie Rock, goa, psytrance, futuristic, Glitch-infused jazz-electropop with dynamic contrast, Funky, Violin, Piano, Funky Jazzy Undertones, J-Rock, Epic, Cinematic Rock, Male deep broken vocals, Violin, Synth-Pop, Genre: Swing Jazz/Big Band BPM: 120 Mood: Light, The track opens with a punchy bass solo, ""Oathbound Steel"" is a cinematic melodic death metal anthem forged in 440Hz fury, The track fuses chill dubstep, Rock, Howlin' Loudspeaker voice, cinematic ballaes, acoustic, Virtuoso Musicians, Hausercore Cello Technique, female singer, piano, emotional, Genre: Upbeat swing jazz with soulful female vocals BPM: 140 Mood: Energetic, violin, ethereal atmosphere, [Female Duet, Alternating Vocals, melodic metalcore electronic pop, (no style), Traditional Japanese instruments like koto and taiko anchor the verse with pentatonic melodies, Glam Pop, Uk Garage, Psychedelic, 90's dance-pop, deep house, french house, Hip hop R&b, Nostalgic dark metal technical bass, C Major, G Major, stepwise melody, Atmospheric Grunge Rap, Instrumental, Industrial, deep male vocal, bass solo, electronic, rhythmic, Electropop, Carimbó, Progressive Dance, A glitchy, emotionally charged alt-pop track featuring a male lead vocal, Electro, dance, synthwave, Create a high-energy Eurodance and electropop track inspired by early 2010s Russian girl group ""Serebro-style"", [Genre:(Mandarin tongue twister rap × playful glitch beat, Emotional Depth, Piano",,success
https://suno.com/song/7e73f783-920d-4f24-86c9-c8fd2d8e18df,이상적인 꿈,pop melodious emotional,pop melodious emotional,,success
https://suno.com/song/7e75bb3b-5d44-46fb-b449-7fafa5e0f526,Цените время,"j-rap, rap, hip hop, oi","j-rap, rap, hip hop, oi",,success
https://suno.com/song/7e776d2b-49a4-48b6-8c2d-0311f3c8a374,Electric Energy,electronic pop,electronic pop,,success
https://suno.com/song/7ddccea7-15b0-4eef-9aa6-065275458439,City Lights (R&B),"R&B, upbeat, male vocal","R&B, upbeat, male vocal",,success
https://suno.com/song/7ddd5c99-774a-4e5c-b246-5c4c1c0b1e4b,Toad,Froggy dubstep riddim,Froggy dubstep riddim,,success
https://suno.com/song/7ddfbb8b-1a40-4cd7-b58e-8e1b2559a3a9,Missing Whiskers,"Pop, Rock, Storytelling, male vocals","Pop, Rock, Storytelling, male vocals",,success
https://suno.com/song/7de09419-f0f9-4e85-9dea-deae41c714a8,Forging heroes,Progresive House and dance pop,Progresive House and dance pop,,success
https://suno.com/song/7de11586-a07f-49f7-98e8-1d78d6191f9f,Jejak Kasih Tak Terlupakan,elektronic synthpop,elektronic synthpop,,success
https://suno.com/song/dd5a5250-0f1c-4872-bff5-4c565d21451a,Look Around,atmosphere,atmosphere,,success
https://suno.com/song/dd5a583d-761e-441d-bcee-0a1cf2b0602e,Shadows on the pavement,"Minimalist, moody, electropop with dark themes and innovative production","Minimalist, moody, electropop with dark themes and innovative production",,success
https://suno.com/song/dd5a81cd-3ea5-4bf5-b208-01090c4983e7,Energy Flow,"Older female, female, only female, harmony, female, Wiccan rock","Older female, female, only female, harmony, female, Wiccan rock",,success
https://suno.com/song/dd5b1fbb-fbc4-4852-89a9-f6419edf9d89,Breakfast at Jinks,groove 80's disco,groove 80's disco,,success
