id,prompt,genre,mood/emotion,instrumentation,timbre,function,music theory,story/narrative/lyrics
21ee8bb8-76c4-41d2-b18e-d09524c38093,"electronic, mixer boss bx 8, tech, 4/4 140 BMP, trance",electronic|tech|trance,,mixer boss bx 8,,,4/4|140 bmp,
5de77170-9628-498c-88c4-eaa0f9a6bf47,"acoustic guitar, mandolin, piano, acoustic bass, percussion, bossa nova, female singer,",bossa nova,,acoustic guitar|mandolin|piano|acoustic bass|percussion|female singer,,,,
5de9f530-88d9-44a5-943c-a53b321d1106,"synthwave, funk, saxophone, upbeat, 2019, serene, catchy, ambient, about a summer party, female vocalist,",synthwave|funk|ambient,upbeat|serene,saxophone|female vocalist,catchy,,,about a summer party
b63b2d28-ca13-4ae8-b325-bc509fb36454,"A song about the foggy autumn morning in the forest with the smell of wet woods and soil,electronic,",,foggy|autumn,,electronic,,,foggy autumn morning in the forest|smell of wet woods and soil
ee070cac-0af1-4d86-95b3-5e692884fadc,"Country pop song, being young and moving on from your past, female vocalist, diva country, motivating, includes guitar solo",country pop|diva country,motivating,female vocalist|guitar solo,,,,being young|moving on from your past
ee0aa1b5-2bb6-4770-a51e-f2ea9e1c873f,"rock, alternative rock, male vocalist, drums (drum set), keyboard, energetic, passionate, melodic, heavy,",rock|alternative rock,energetic|passionate,male vocalist|drums|drum set|keyboard,heavy,,melodic,
05c85698-35f9-4ca9-a086-ce048852ec24,A jazz funk song about 4 middle aged men getting funky in New York City,jazz funk,funky,,,,,4 middle aged men|getting funky in new york city
0e4f6e42-e8a1-4618-975e-9345b7f0d84b,"Instrumental orchestral, cinematic music about a girl and her Robot best friend",orchestral|cinematic,,instrumental,,,,a girl and her robot best friend
af092e6b-dce4-4354-82b0-f18c4d8f09c6,"A song about hope for Nigeria's future, sang by a female artist",,hope,female artist,,,,nigeria's future
af1cb15b-e547-4e02-83d0-67bb3ba20412,"hip hop, electronic, synthesizer, 2020, upbeat, serene, male vocalist, catchy, beautiful, melodic, uptempo, about amazing feeling of a theme park,",hip hop|electronic,upbeat|serene|beautiful,synthesizer|male vocalist,,,catchy|melodic|uptempo,about amazing feeling of a theme park
c2eccd6c-3c7f-4e67-93c5-b2525f3b9e21,"There’s Hiroshima-style okonomiyaki, but there is no such thing as ‘Hiroshimayaki., blues,",blues,,,,,,hiroshima-style okonomiyaki|there is no such thing as hiroshimayaki
97674f07-7bc3-404e-9410-b8239d3611c0,"epic song about gogeta vs broly, heavy drums, epic guitar, piano, english",,epic,drums|guitar|piano,,,,gogeta vs broly|english
9e8106ce-2e4a-450c-8653-66941bb3ad46,a fast-paced 90's influenced alt/indie song about tesla departures leaving.,alt/indie,,,,,fast-paced|90's influenced,tesla departures leaving
c03a69e7-7bcb-4c85-bc76-54bcd86a1368,"Song about I can shake but can’t bake , Rock Musical, Standards, 1980s, duet",rock musical|standards|1980s,,duet,,,,i can shake but can’t bake
1e28722f-2c5c-474e-a931-1e5b740fff7d,"Post-Bop, Jazz Fusion, instrumental, technical, melodic, warm, passionate, energetic, playful, guitar, archtop guitar",post-bop|jazz fusion,warm|passionate|energetic|playful,instrumental|guitar|archtop guitar,melodic,,technical,
8760d63e-0eab-4d6e-9c6c-19d14c0310ea,jingle about a story writing service in style of Elvis preslley,elvis presley style,,,,jingle,,story writing service
876c1749-d348-48e6-a06c-64ec23323e40,"Male vocalist, Rock, Alternative metal, Nu Metal, Electronica, Alternative rock, Glitch, Rap rock, Passionate, Bittersweet, Anthemic,",rock|alternative metal|nu metal|electronica|alternative rock|glitch|rap rock,passionate|bittersweet,male vocalist,,,anthemic,
788859af-9004-4587-b3d8-2fe1ccd96b86,"Electro pop, male voice, melodic, soul, hip hop rnb and dance hall,",electro pop|soul|hip hop|rnb|dance hall,,male voice,,,melodic,
42ef4a9a-164f-480e-9992-5f91a57425ee,"A song about humanity doomed to end, rock, classic rock, guitar solos, dark ambient, slow rock,",rock|classic rock|dark ambient|slow rock,,guitar solos,,,,humanity doomed to end
6eec1cc9-81f9-40d3-9466-38f5f89748f3,"AlienAPI whispering messages into the Human Hosts Brain., hard rock, guitar, male vocalist, heavy metal, electric guitar, album rock,",hard rock|heavy metal|album rock,,guitar|male vocalist|electric guitar,,,,alienapi whispering messages into the human hosts brain
6045b0b6-6270-465c-9f8a-c88cf01311fe,"spaghetti western, Twang guitar,Dwayne Eddie, train sounds in background, Birds squawking, wind blo",spaghetti western,,twang guitar|train sounds|birds squawking|wind,,,,
6067225b-504a-46e1-8848-deb07c09fe48,upbeat eurobeat song as heard in the anime Initial D,eurobeat,upbeat,,,as heard in the anime initial d,,
33858c28-6c40-43d6-9bff-1b9ec1a44503,"a progressive rock ballad, like we are in the 70s",progressive rock|ballad,,,,,,like we are in the 70s
3c401ec0-d117-449d-ab39-8fa7a9828059,"A poor girl trying to make her way in life, r&b, hip hop, contemporary r&b,",r&b|hip hop|contemporary r&b,,,,,,a poor girl trying to make her way in life
3c41851f-03a5-464c-9840-4646904010d0,"A song about the benefits of Technology in Africa. , pop, traditional pop, electropop, euro house, dance-pop,",pop|traditional pop|electropop|euro house|dance-pop,,,,,,benefits of technology in africa
a817156f-977c-4a72-8ea5-10fbadfa7532,"Sad and slow grunge instrumental, 80bpm, 2000s production, (rick rubin), (modern sound),",grunge,sad,,instrumental|modern sound,,slow|80bpm,2000s production|rick rubin
1c339881-c51b-4318-afa1-a64c22bebdad,"female vocalist, guitar, bass guitar, drums (drum set), uptempo, uplifting, anime soundtrack, melodic, j-rock, piano rock, upbeat, catchy, piano rock,",anime soundtrack|j-rock|piano rock,uplifting|upbeat,female vocalist|guitar|bass guitar|drums|drum set,,,uptempo|melodic|catchy,
168acd2c-563d-4357-ba74-0cd98f66630d,Create a hip hop beat like 4th Disciple from Wu-Tang and Stoupe from Jedi Mind Tricks,hip hop,,,,,,
16aa7d0d-3f35-4612-a9ea-8a660a5af0a3,"country, modern country, line dance, americana, that last summer night of vacation before you head back to daily life",country|modern country|americana,,,,line dance,,that last summer night of vacation before you head back to daily life
42f15631-a541-4b30-8b29-4a1110136627,"rock, pop rock, drums (drum set), classic rock, guitar, bass guitar, 80's, male vocalist, energetic, classic hard rock,",rock|pop rock|classic rock|classic hard rock,energetic,drums|guitar|bass guitar|male vocalist,,,,
7606dd90-1f55-4f82-8970-ec55c9a05f80,starts as old school hiphop but morphs into uk drill,old school hiphop|uk drill,,,,,,
1fc27a56-36f6-4a2b-9d87-513f4a0a9058,"A german song about what elements you need to form proper sentences, electronic, electro,",electronic|electro,,,,,,a german song about what elements you need to form proper sentences
1fcc61c5-7033-469e-9d6a-a70822983eed,"A Melodic drill/jersey club song that samples G-Funk. (Minimoog voyager synth, analog synthesizer, Sampling, G-Funk Piano, laid-back).",melodic drill|jersey club|g-funk,,minimoog voyager synth|analog synthesizer|g-funk piano,laid-back,,,sampling
1fce4fac-fe02-42f3-94ba-6c66c9cdccd2,"Title is something in the air, like Bonobo, electronic, club, house, dance, jazz, euro house,",electronic|club|house|dance|jazz|euro house,,,,,,something in the air|like bonobo
858415cc-1335-476e-ac56-9e0c6947ca9f,Compose a rhyme or song on the prevention of Ringworm,,,,,,,prevention of ringworm
957d1ef7-7bd1-4d9a-a682-cc6a55ef374e,"a song about forgiving someone that wronged you, pop, funk,",pop|funk,,,,,,forgiving someone that wronged you
959ae3b5-07a9-464c-8e16-9f9d4faccd02,"sad song sang by a man with a very nice voice., pop, indie,",pop|indie,sad,man,very nice voice,,,
0825d51f-0845-4009-ae83-5b7347403923,a sentimental song about love that's lost and hope that it can be found again,,sentimental,,,,,love that's lost|hope that it can be found again
2b52b4c3-c6fb-47b5-b47e-43b4b40f75d4,"a bright fun pop song jingle with female sung lyrics ""lonsborough motor service - right here for you""",pop,bright|fun,female sung lyrics,,jingle,,lonsborough motor service right here for you
652ed6ff-5366-4dea-9870-280da8e43b39,"528hz healing frequency enlightenment awakening, sunrise, new age, meditative, house/pop,",new age|house/pop,healing|enlightenment|awakening|meditative,,,,,528hz|sunrise
27f40db1-6caa-4c04-a4e7-f12e651af282,an old school hip song about finding a black bear swimming in the water during a canoe trip,hip hop,,,old school,,,finding a black bear swimming in the water|canoe trip
20752527-76a9-4e5a-bdbd-82e225598fb7,"a song inspired by Nicholas Roerich paintings, ambient, locrian mode",,,,ambient,,locrian mode,inspired by nicholas roerich paintings
be7b3ab7-8a50-4437-8acc-ac93487ab635,tame impala song about the whole world creating music together,,,,,,,tame impala song|the whole world creating music together
be9d0001-9386-4d1a-b85c-c2eb1a216754,"four piece classical quartet, somber and pensive, solo vocalist singing about being awake all night",classical,somber|pensive,four piece classical quartet|solo vocalist,,,,being awake all night
bea4ed25-c74b-4eca-b131-8088aa41a588,"synth-pop, 10s beautiful korean idol singer sings. Talks about we are doomed by AGI soon inkorean.",synth-pop,beautiful,korean idol singer,,,,we are doomed by agi soon|in korean
2f52deb7-1947-4e11-9178-e8745a35b9e6,a 2000s emo song written from the perspective of Elon Musk about getting dumped by Grimes,emo,,,,,,2000s|written from the perspective of elon musk|getting dumped by grimes
b7aa837e-a53b-4f8a-97ed-e339ecd96dae,"Electronic, Funky House, Electro, Electro house, Deep house, Funk, Vocalist",electronic|funky house|electro|electro house|deep house|funk,,vocalist,,,,
583280dc-ce99-4a35-a684-823a7b60d753,"synthwave, funk, upbeat, ambient, serene, 2019, saxaphone, synth,song about the beautiful wonders of life, female vocalist,",synthwave|funk|ambient,upbeat|serene,saxophone|synth|female vocalist,,,,song about the beautiful wonders of life
58339466-2de5-4409-be95-54e99dd0b88b,"old school soul, deep soul, traditional black gospel, r&b/soul, motown, southern soul,",old school soul|deep soul|traditional black gospel|r&b/soul|motown|southern soul,,,,,,
61375a85-29d0-4b45-9ff9-5bd133094b1f,"A sci-fi epic movie theme about a space pirate named “Vilde”, synth-pop,",synth-pop,,,,sci-fi epic movie theme,,space pirate|vilde
6184d460-21d8-4a0c-b029-31aa4dce91af,"A song by a boy band about his demons , pop rock,",pop rock,,boy band,,,,about his demons
65239b62-1cec-4b3a-9f6c-583a3ca80ff5,"A song about money, women, rockstar lifestyle, in the style of Playboi Carti",playboi carti,,,,,,money|women|rockstar lifestyle
3a357ba5-4c78-432d-81fe-c920ac31ed50,"pop, a song with chinese traditional poems as its lyrics.",pop,,,,,,chinese traditional poems as its lyrics
3a5cb7e8-d45f-481e-bd93-d38a23edcb34,"A viennese song about having eaten way too much. And tipps how to feel better, e.g. drinking Schnaps or Coffee.",viennese,,,,,,having eaten way too much|tips how to feel better|drinking schnaps or coffee
e66caf62-70ce-418a-875d-b778d6e27cc5,"hip hop, song about having to eat the wrong brand of baked beans",hip hop,,,,,,having to eat the wrong brand of baked beans
0c1cecb1-1601-43cc-8bc9-c51256abe2f0,A song about board games dungeons and dragons and fantasy style music,,,,,,,board games|dungeons and dragons|fantasy style music
517bf045-71e3-4661-baae-096ecb85fbbb,horrorcore rap with emo guitar and phaseshifting electronic bass. the squirrel is here for his walnuts,horrorcore rap,,emo guitar|electronic bass,phaseshifting,,,the squirrel is here for his walnuts
7a6c8429-fbc7-4e0e-bf89-61eee2072407,"a song about mixing potions in oldschool runescape, rap rock,",rap rock,,,,,,mixing potions in oldschool runescape
7a83cea8-c6f4-4944-8823-68aef4c971c6,"pop, female vocalist, sarcastic, breakup, high school girl calls her ex-boyfriend melodramatic",pop,sarcastic,female vocalist,,,,breakup|high school girl calls her ex-boyfriend melodramatic
cc598c82-8126-4cdf-9091-fa7cfbfc539a,2000s 90s playstation jungle dnb glitch with ethereal jungle pads amen break,jungle|dnb|glitch,,,ethereal,,amen break,
f190fc46-b387-4437-a37e-c2e4f2c4a4e9,"Make a song about a summer day, but make it bluesy with a little bit of hip-hop flare to it",blues|hip-hop,,,,,,summer day
9c7e479a-5c4d-46d9-8ecc-2c5849ae114e,A song about a secret I must keep style Norah jones,norah jones style,,,,,,a secret i must keep
2c080e35-5332-4784-a590-bbf9db7e765d,Song about total eclipse of sun using music of Louis Capaldi someone you love song,,,,,,,total eclipse of sun|someone you love
0f2e29c0-780e-45ae-b2b1-abb3c2c77c8a,"a day in the life of a kickboxing worrier, trap, rap, hiphop",trap|rap|hiphop,,,,,,a day in the life of a kickboxing worrier
479be710-4ceb-4509-8c44-55f981fa0637,"a song about my dog, jazz, swing, vocal jazz, easy listening,",jazz|swing|vocal jazz|easy listening,,,,,,a song about my dog
6cff0016-0d2e-4199-9cb2-48317bc30512,"acoustic guitar, acoustic rock, male vocalists, blues rock, fingerstyle, singer-songwriter, folk-pop, electric guitar, pop rock, classic rock, contemporary pop/rock,",acoustic rock|blues rock|singer-songwriter|folk-pop|pop rock|classic rock|contemporary pop/rock,,acoustic guitar|male vocalists|electric guitar,,,fingerstyle,
82297794-bd7d-4718-9fcb-b3a10d824475,Please Compose a symphony-like piece in style of Anton Bruckner 8th as a Film music for a bike-chase,symphony-like|film music,,,,bike-chase,,style of anton bruckner 8th
8235499a-b4cf-4189-9570-ee2f9bad03e0,"A german song about what elements you need to form proper sentences, electronic, electro,",electronic|electro,,,,,,a german song about what elements you need to form proper sentences
1acbac5c-f315-45df-8041-037b55620a92,"female vocalist, r&b, alternative r&b, slow beats, hip hop, soul, contemporary r&b,",r&b|alternative r&b|hip hop|soul|contemporary r&b,,female vocalist,,,slow beats,
a73408ef-f0f9-4280-88fd-62f8c13bc9af,"russian, bard song, folk song, acoustic guitar, female singer, emotional, 100 bpm",russian|bard song|folk song,emotional,acoustic guitar|female singer,,,100 bpm,
04834f9a-eb2e-48b4-95d6-4e937dd2ad86,"A folk rock song about three working cocker spaniels name “Abby, Billie, and Punky”",folk rock,,,,,,three working cocker spaniels|abby|billie|punky
04a39cf5-a7c3-4d9b-8d32-4bfc6f316283,a song about Mark who feasts like a king. Sax solo. Blues.,blues,,sax solo,,,,mark|feasts like a king
b0f6dcc3-7aeb-4d48-9811-f8195dc8aefc,"a song about working in a print shop in houston texas , houston sticker is the name , hip hop,",hip hop,,,,,,working in a print shop in houston texas|houston sticker
346756fd-269e-4421-8530-cd79b74d1a98,"a song about the beauty of a multicultural festival, techno",techno,,,,,,beauty of a multicultural festival
34c793a1-0af4-469e-961d-b1c85d24836b,"a melody gardot style's song, post modern jazz, female voice, double bass and piano, jazz,",post modern jazz|jazz,,female voice|double bass|piano,,,,melody gardot style's song
7e425ed4-399b-4c72-a0ac-97caf841c3fb,"rock, a teen age love affair in the style of Jim Steinman with heavy piano chords",rock,,piano chords,,,,teen age love affair|in the style of jim steinman
25e7176b-dcd9-4b4b-84bf-eff49700574a,"east coast hip hop, hip hop rnb and dance hall,",east coast hip hop|hip hop rnb|dance hall,,,,,,
325c3403-d7f7-4fa0-835b-27f06fdd9015,"melancholic, duet female, rock, heavy metal rock, heavy style, guitar, male, girl, children",rock|heavy metal rock,melancholic,duet female|guitar|male|girl|children,heavy style,,,
96382602-5e97-430f-967d-0799d90262c7,"Progressive House inspired by Sasha from the 1990s, deep dark melodic ethereal space trance with a heavy driving baseline",progressive house|trance,deep|dark|ethereal|space,,,,melodic|heavy driving baseline,
fa94bad4-6431-40a7-9811-7ebe8da07931,"hard bass drum, masculine male voice, latin, hip hop, raegetton",latin|hip hop|reggaeton,,bass drum|male voice,hard|masculine,,,
0244da5b-f3c0-49b4-b5c8-2ad5bd3f731f,A rap song in the style of Eminem with harpsichord. Fast 90s rap,rap,,harpsichord,,,fast|90s rap,
024669e0-0876-403e-8520-2001de3cb22a,a song about stubbing your toe in the style of drake,drake,,,,,,stubbing your toe
4cd02c55-36e8-46dd-9941-50cee7f88672,"van halen, led zeppelin, game music, energetic, 90s, something similar to van halens aint talking about love",van halen|led zeppelin|game music|90s|similar to van halens aint talking about love,energetic,,,,,
4ce5fcbf-3111-4a0d-bb7d-1d16cf9e232a,"upbeat song for motion design portfolio, techno, instrumental no singing",techno,upbeat,,,motion design portfolio,,instrumental no singing
56ea63b7-77b6-401b-a4a4-f3a4cc956032,Let it be a rap song about neymar the footballer,rap,,,,,,about neymar the footballer
ec9f0bca-7956-4fa4-8654-5e6c2643399f,"A bright and cheerful pop song sung by a female vocalist, in the style of a Japanese anime theme song.",pop|japanese anime theme song,bright|cheerful,female vocalist,,,,
4ad18a9e-43ea-4de2-b02a-d302deb1e42c,"male vocalist, alternative/indie rock, punk rock, vocal harmonies, melodic, energetic, rebellious, marshall amp, drum fills, passionate, guitar, analog synthesizer,",alternative/indie rock|punk rock,energetic|rebellious|passionate,male vocalist|vocal harmonies|marshall amp|drum fills|guitar|analog synthesizer,,,melodic,
4ae99a8d-f134-4966-a28f-281bca94fe22,"Georgia Dobbins and William Garrett's song Please Mr. Postman, beat group, the 60's style",beat group|60's style,,,,,,georgia dobbins and william garrett's song please mr. postman
189707c6-89e6-4846-9c38-b40afe59fa89,"Riding a bike, delicately smelling the fragrance of osmanthus flowers.",,,,,,,riding a bike|delicately smelling the fragrance of osmanthus flowers
77056edb-735f-4b6c-a08f-875ac062056d,"A day in the life of a professional imaginary friend, indie pop, twee pop",indie pop|twee pop,,,,,,a day in the life of a professional imaginary friend
53d73137-83c6-4e4f-ac78-85cf9b779e10,"A song about humanity doomed to end, rock, classic rock, guitar solos, dark ambient, slow rock,",rock|classic rock|dark ambient|slow rock,,guitar solos,,,,humanity doomed to end
5583d3b7-8692-4c18-85fc-f46f0ceef5f2,A Broadway musical about a duck tolling retriever named “Stryker” and two ginger cats named Chezzy and Scholes,broadway musical,,,,,,a duck tolling retriever named stryker|two ginger cats named chezzy and scholes
566f7399-846c-4579-a499-8421a2f325e2,A song about a tech consultancy called Red Badger. In the style of T bone walker,t bone walker,,,,,,a song about a tech consultancy called red badger
88bf780d-da3b-440d-9031-fd948b1c0f00,"about an old soul trapped in a vehicle through the centuries, electronic, synthesizer, synth-pop, keyboard, horror, soundtrack Instrumental",electronic|synth-pop|soundtrack,horror,synthesizer|keyboard,,instrumental,,an old soul trapped in a vehicle through the centuries
1eccf497-ffe0-4f0d-a4c5-aecd9b3e1e40,"Progressive rock, dark vibe, heavy guitar, loud drums, male vocalist",progressive rock,dark vibe,heavy guitar|loud drums|male vocalist,,,,
31e86412-c270-4bcb-8461-ec9801d25c4b,"punk, bouncy funk pop hit italian folk bombastic feels good",punk|funk pop|italian folk,feels good,,bombastic|bouncy,,,
32eeb9c6-e9d0-4ff1-8eae-50a7855aef13,"A viennese song about having eaten way too much. And tipps how to feel better, e.g. drinking Schnaps or Coffee.",viennese,,,,,,having eaten way too much|tips how to feel better|drinking schnaps or coffee
db477bec-7b99-4ca2-8eb3-0ab3993b23ae,"A song about a man named Dude working for the county for feline emotional well being., blues, delta blues,",blues|delta blues,,,,,,a man named dude working for the county for feline emotional well being
63da007b-14c8-431d-a856-de2456d8d63e,"a song about the depth of a grandparent's advice, heavy metal",heavy metal,,,,,,the depth of a grandparent's advice
92374983-b2b0-41a7-ba34-c5a6913a6349,"old school soul, deep soul, traditional black gospel, r&b/soul, motown, southern soul,",old school soul|deep soul|traditional black gospel|r&b/soul|motown|southern soul,,,,,,
3f9b3ba7-7b13-4d04-87d6-fe1b2a1f6278,"Theme tune for the Game of Beef board-game, vocal, tv themes,",tv themes,,vocal,,theme tune,,game of beef board-game
7279ca60-c53e-4913-a8b0-70c2e902048b,"60s baroque pop about Mister Muffin, whimsical, britpop, male vocals, backing vocals",60s baroque pop|britpop,whimsical,male vocals|backing vocals,,,,mister muffin
e0aea9d2-f3fe-4e97-a7eb-e4e5bdc14489,"write a song about speed running banjo kazooie on the nintendo 64, rare, male vocalist, rhythmic, rap",rap,,banjo kazooie|nintendo 64|rare|male vocalist,,,rhythmic,speed running banjo kazooie
e0cf5438-5034-4112-8294-18e5da49d810,"A hip hop, reggaeton, greatest hits, eminem, pop rap, Kendrick Lamar, west coast hip hop song",hip hop|reggaeton|greatest hits|pop rap|west coast hip hop,,,,,,eminem|kendrick lamar
e0d3ac24-3ea6-4a85-a589-8f4ca0642255,"50s pop song about the Tim's hell wagon, a flat black hemi powered monster",,,,,,,50s pop song|tim's hell wagon|a flat black hemi powered monster
4fdeb871-5590-435c-88c2-c719ad43bf33,Minimalist analog electronic music with odd time signatures and abstract melodies,minimalist|analog electronic,,,,,odd time signatures|abstract melodies,
d2a0689f-4bd9-496a-b30e-12657192c534,300hz vibe Big Rave HOUSE -meditation Festival House Music with Choir Vocals,house|festival house,meditation,choir vocals,300hz vibe,,,
d2bec18a-bac3-48cb-b0da-2589176bd895,"1985, funk, dance-pop, with male vocals in the style of Michael Jackson,",funk|dance-pop,,male vocals,,,,in the style of michael jackson
d2c86c3d-07fc-4390-8787-58a746e56d56,"A ambient trap song about chilling at the beach during a sunset, electronic, saxophone, synthesizer,",ambient trap,chilling,saxophone|synthesizer,electronic,,,beach|sunset
d2cf4cdf-f303-4ef9-9fda-3dab509cb32f,"a song about a cat plotting to take over the world ,electronic, punk",electronic|punk,,,,,,a cat plotting to take over the world
8138a78a-f4ba-4f69-bb71-f5afc2b160e4,Japanese pop anime opening uplifting for hero growing against adversity,japanese pop|anime opening,uplifting,,,,,hero growing against adversity
813d9197-3774-4fbd-980c-1a8dcc7c38b8,"You will leave, arabic, rap/hip-hop, political rap, new wave, synth-pop",arabic|rap/hip-hop|political rap|new wave|synth-pop,,,,,,you will leave
814b22e6-1017-444c-b340-266dc3ee7712,Ariel de zeemeermin is ride out captain on her motorbike,,,,,,,ariel de zeemeermin|ride out captain|motorbike
86b81fdf-9b70-4200-a102-1dbe1d4bca69,"A song about going to the bar Oskars, alternative rock/pop rock,",alternative rock|pop rock,,,,,,going to the bar oskars
86bd408c-0cf2-4f86-ac55-ab80a81251b1,"A song about mango tango, Female vocalist, Electropop, Electronic dance music, Eclectic, Energetic, Rhythmic, Rave, Anthemic, Call and response",electropop|electronic dance music|eclectic|rave,energetic,female vocalist,,,rhythmic|anthemic|call and response,mango tango
bec6e67b-3c7f-4554-9a03-758697fe708e,A music replicating Italian new wave genre of the 80’s as it was Litfiba albums like “17 re” or “dsaparecido”.,italian new wave|litfiba|80’s,,,,,,
bed541d5-46b8-4faa-b29f-c2c6bfc0d8d8,an r and b song about living in the countryside,r and b,,,,,,living in the countryside
97e26fe2-d45a-46b2-885e-35c18551c6d6,"an electronic rock, downtempo, art rock dark song about ending of humanity",electronic rock|downtempo|art rock,dark,,,,,ending of humanity
91f9b933-c02b-47df-95b7-05e9b37e3fb5,"bubblegum pop about imageboard culture, deep female vocalist alternative, happy, uplifting",bubblegum pop|alternative,happy|uplifting,female vocalist,deep,,,imageboard culture
924be17b-f5f1-4628-9730-412d622d014a,"the smiths, morrissey, post-punk, jangle pop, indie, 80s, minor, fast, alternative rock, guitar, rock",the smiths|morrissey|post-punk|jangle pop|indie|alternative rock|rock,,guitar,,,80s|minor|fast,
