text_id,song_id,corpus,category,presence,density
p00007,8399844f-3c3d-44c7-b,prompt,function,0,0.0
p00007,8399844f-3c3d-44c7-b,prompt,theory,0,0.0
p00007,8399844f-3c3d-44c7-b,prompt,story,1,0.2
p00008,a5ac307b-e75d-47b1-9,prompt,genre,1,0.1
p00008,a5ac307b-e75d-47b1-9,prompt,mood,1,0.3
p00008,a5ac307b-e75d-47b1-9,prompt,instrumentation,0,0.0
p00008,a5ac307b-e75d-47b1-9,prompt,timbre,1,0.3
p00008,a5ac307b-e75d-47b1-9,prompt,function,0,0.0
p00008,a5ac307b-e75d-47b1-9,prompt,theory,1,0.3
p00008,a5ac307b-e75d-47b1-9,prompt,story,0,0.0
p00009,45aa2509-8554-4bf3-8,prompt,genre,1,0.4
p00009,45aa2509-8554-4bf3-8,prompt,mood,0,0.0
p00009,45aa2509-8554-4bf3-8,prompt,instrumentation,1,0.4
p00009,45aa2509-8554-4bf3-8,prompt,timbre,0,0.0
p00009,45aa2509-8554-4bf3-8,prompt,function,0,0.0
p00009,45aa2509-8554-4bf3-8,prompt,theory,0,0.0
p00009,45aa2509-8554-4bf3-8,prompt,story,1,0.2
p00010,45b5e210-3659-4726-9,prompt,genre,1,0.6
p00010,45b5e210-3659-4726-9,prompt,mood,0,0.0
p00010,45b5e210-3659-4726-9,prompt,instrumentation,0,0.0
p00010,45b5e210-3659-4726-9,prompt,timbre,0,0.0
p00010,45b5e210-3659-4726-9,prompt,function,0,0.0
p00010,45b5e210-3659-4726-9,prompt,theory,0,0.0
p00010,45b5e210-3659-4726-9,prompt,story,1,0.4
p00011,291b2f9c-c41b-4ab8-9,prompt,genre,1,0.2857142857142857
p00011,291b2f9c-c41b-4ab8-9,prompt,mood,0,0.0
p00011,291b2f9c-c41b-4ab8-9,prompt,instrumentation,0,0.0
p00011,291b2f9c-c41b-4ab8-9,prompt,timbre,0,0.0
p00011,291b2f9c-c41b-4ab8-9,prompt,function,0,0.0
p00011,291b2f9c-c41b-4ab8-9,prompt,theory,0,0.0
p00011,291b2f9c-c41b-4ab8-9,prompt,story,1,0.7142857142857143
p00012,df0117f3-743c-460c-9,prompt,genre,1,0.4
p00012,df0117f3-743c-460c-9,prompt,mood,0,0.0
p00012,df0117f3-743c-460c-9,prompt,instrumentation,1,0.2
p00012,df0117f3-743c-460c-9,prompt,timbre,1,0.2
p00012,df0117f3-743c-460c-9,prompt,function,0,0.0
p00012,df0117f3-743c-460c-9,prompt,theory,0,0.0
p00012,df0117f3-743c-460c-9,prompt,story,1,0.2
p00013,df09d518-7cb4-43d2-b,prompt,genre,1,0.1428571428571428
p00013,df09d518-7cb4-43d2-b,prompt,mood,0,0.0
p00013,df09d518-7cb4-43d2-b,prompt,instrumentation,1,0.1428571428571428
p00013,df09d518-7cb4-43d2-b,prompt,timbre,1,0.1428571428571428
p00013,df09d518-7cb4-43d2-b,prompt,function,1,0.1428571428571428
p00013,df09d518-7cb4-43d2-b,prompt,theory,1,0.1428571428571428
p00013,df09d518-7cb4-43d2-b,prompt,story,1,0.2857142857142857
p00014,f8439571-23e6-4c8a-9,prompt,genre,1,1.0
p00014,f8439571-23e6-4c8a-9,prompt,mood,0,0.0
p00014,f8439571-23e6-4c8a-9,prompt,instrumentation,0,0.0
p00014,f8439571-23e6-4c8a-9,prompt,timbre,0,0.0
p00014,f8439571-23e6-4c8a-9,prompt,function,0,0.0
p00014,f8439571-23e6-4c8a-9,prompt,theory,0,0.0
p00014,f8439571-23e6-4c8a-9,prompt,story,0,0.0
p00015,f87d8dbf-83a9-4c58-a,prompt,genre,1,0.25
p00015,f87d8dbf-83a9-4c58-a,prompt,mood,0,0.0
p00015,f87d8dbf-83a9-4c58-a,prompt,instrumentation,0,0.0
p00015,f87d8dbf-83a9-4c58-a,prompt,timbre,0,0.0
p00015,f87d8dbf-83a9-4c58-a,prompt,function,0,0.0
p00015,f87d8dbf-83a9-4c58-a,prompt,theory,0,0.0
p00015,f87d8dbf-83a9-4c58-a,prompt,story,1,0.75
p00016,b1c7f9c0-da77-440b-8,prompt,genre,1,0.25
p00016,b1c7f9c0-da77-440b-8,prompt,mood,0,0.0
p00016,b1c7f9c0-da77-440b-8,prompt,instrumentation,0,0.0
p00016,b1c7f9c0-da77-440b-8,prompt,timbre,0,0.0
p00016,b1c7f9c0-da77-440b-8,prompt,function,0,0.0
p00016,b1c7f9c0-da77-440b-8,prompt,theory,0,0.0
p00016,b1c7f9c0-da77-440b-8,prompt,story,1,0.75
p00017,0a1282d5-b306-49f4-b,prompt,genre,1,0.4
p00017,0a1282d5-b306-49f4-b,prompt,mood,0,0.0
p00017,0a1282d5-b306-49f4-b,prompt,instrumentation,0,0.0
p00017,0a1282d5-b306-49f4-b,prompt,timbre,0,0.0
p00017,0a1282d5-b306-49f4-b,prompt,function,0,0.0
p00017,0a1282d5-b306-49f4-b,prompt,theory,0,0.0
p00017,0a1282d5-b306-49f4-b,prompt,story,1,0.6
p00018,4edf7524-0d23-48f2-9,prompt,genre,0,0.0
p00018,4edf7524-0d23-48f2-9,prompt,mood,1,0.5
p00018,4edf7524-0d23-48f2-9,prompt,instrumentation,0,0.0
p00018,4edf7524-0d23-48f2-9,prompt,timbre,0,0.0
p00018,4edf7524-0d23-48f2-9,prompt,function,0,0.0
p00018,4edf7524-0d23-48f2-9,prompt,theory,1,0.25
p00018,4edf7524-0d23-48f2-9,prompt,story,1,0.25
p00019,85c89132-e0ce-42d5-9,prompt,genre,1,0.6
p00019,85c89132-e0ce-42d5-9,prompt,mood,0,0.0
p00019,85c89132-e0ce-42d5-9,prompt,instrumentation,1,0.2
p00019,85c89132-e0ce-42d5-9,prompt,timbre,0,0.0
p00019,85c89132-e0ce-42d5-9,prompt,function,0,0.0
p00019,85c89132-e0ce-42d5-9,prompt,theory,0,0.0
p00019,85c89132-e0ce-42d5-9,prompt,story,1,0.2
p00020,304f77ae-6961-4c73-b,prompt,genre,1,0.5
p00020,304f77ae-6961-4c73-b,prompt,mood,0,0.0
p00020,304f77ae-6961-4c73-b,prompt,instrumentation,0,0.0
p00020,304f77ae-6961-4c73-b,prompt,timbre,0,0.0
p00020,304f77ae-6961-4c73-b,prompt,function,0,0.0
p00020,304f77ae-6961-4c73-b,prompt,theory,0,0.0
p00020,304f77ae-6961-4c73-b,prompt,story,1,0.5
p00021,9a12553b-7ae1-4e35-9,prompt,genre,0,0.0
p00021,9a12553b-7ae1-4e35-9,prompt,mood,0,0.0
p00021,9a12553b-7ae1-4e35-9,prompt,instrumentation,0,0.0
p00021,9a12553b-7ae1-4e35-9,prompt,timbre,0,0.0
p00021,9a12553b-7ae1-4e35-9,prompt,function,0,0.0
p00021,9a12553b-7ae1-4e35-9,prompt,theory,0,0.0
p00021,9a12553b-7ae1-4e35-9,prompt,story,1,1.0
p00022,9a2bd396-3954-4d40-b,prompt,genre,1,0.4
p00022,9a2bd396-3954-4d40-b,prompt,mood,1,0.2
p00022,9a2bd396-3954-4d40-b,prompt,instrumentation,1,0.2
p00022,9a2bd396-3954-4d40-b,prompt,timbre,1,0.2
p00022,9a2bd396-3954-4d40-b,prompt,function,0,0.0
p00022,9a2bd396-3954-4d40-b,prompt,theory,0,0.0
p00022,9a2bd396-3954-4d40-b,prompt,story,0,0.0
p00023,9a30a0c9-b192-4113-b,prompt,genre,1,0.5
p00023,9a30a0c9-b192-4113-b,prompt,mood,0,0.0
p00023,9a30a0c9-b192-4113-b,prompt,instrumentation,0,0.0
p00023,9a30a0c9-b192-4113-b,prompt,timbre,0,0.0
p00023,9a30a0c9-b192-4113-b,prompt,function,0,0.0
p00023,9a30a0c9-b192-4113-b,prompt,theory,1,0.25
p00023,9a30a0c9-b192-4113-b,prompt,story,1,0.25
p00024,9a496feb-6a67-4f22-a,prompt,genre,1,0.5714285714285714
p00024,9a496feb-6a67-4f22-a,prompt,mood,0,0.0
p00024,9a496feb-6a67-4f22-a,prompt,instrumentation,1,0.2857142857142857
p00024,9a496feb-6a67-4f22-a,prompt,timbre,0,0.0
p00024,9a496feb-6a67-4f22-a,prompt,function,0,0.0
p00024,9a496feb-6a67-4f22-a,prompt,theory,1,0.1428571428571428
p00024,9a496feb-6a67-4f22-a,prompt,story,0,0.0
p00025,9a4d75e7-de00-4931-9,prompt,genre,1,0.5
p00025,9a4d75e7-de00-4931-9,prompt,mood,0,0.0
p00025,9a4d75e7-de00-4931-9,prompt,instrumentation,0,0.0
p00025,9a4d75e7-de00-4931-9,prompt,timbre,0,0.0
p00025,9a4d75e7-de00-4931-9,prompt,function,0,0.0
p00025,9a4d75e7-de00-4931-9,prompt,theory,0,0.0
p00025,9a4d75e7-de00-4931-9,prompt,story,1,0.5
p00026,21ee8bb8-76c4-41d2-b,prompt,genre,1,0.3333333333333333
p00026,21ee8bb8-76c4-41d2-b,prompt,mood,0,0.0
p00026,21ee8bb8-76c4-41d2-b,prompt,instrumentation,1,0.1666666666666666
p00026,21ee8bb8-76c4-41d2-b,prompt,timbre,0,0.0
p00026,21ee8bb8-76c4-41d2-b,prompt,function,0,0.0
p00026,21ee8bb8-76c4-41d2-b,prompt,theory,1,0.5
p00026,21ee8bb8-76c4-41d2-b,prompt,story,0,0.0
p00027,5de77170-9628-498c-8,prompt,genre,1,0.1428571428571428
p00027,5de77170-9628-498c-8,prompt,mood,0,0.0
p00027,5de77170-9628-498c-8,prompt,instrumentation,1,0.8571428571428571
p00027,5de77170-9628-498c-8,prompt,timbre,0,0.0
p00027,5de77170-9628-498c-8,prompt,function,0,0.0
p00027,5de77170-9628-498c-8,prompt,theory,0,0.0
p00027,5de77170-9628-498c-8,prompt,story,0,0.0
p00028,5de9f530-88d9-44a5-9,prompt,genre,1,0.3
p00028,5de9f530-88d9-44a5-9,prompt,mood,1,0.2
p00028,5de9f530-88d9-44a5-9,prompt,instrumentation,1,0.2
p00028,5de9f530-88d9-44a5-9,prompt,timbre,1,0.1
p00028,5de9f530-88d9-44a5-9,prompt,function,0,0.0
p00028,5de9f530-88d9-44a5-9,prompt,theory,1,0.1
p00028,5de9f530-88d9-44a5-9,prompt,story,1,0.1
p00029,b63b2d28-ca13-4ae8-b,prompt,genre,1,0.25
p00029,b63b2d28-ca13-4ae8-b,prompt,mood,0,0.0
p00029,b63b2d28-ca13-4ae8-b,prompt,instrumentation,0,0.0
p00029,b63b2d28-ca13-4ae8-b,prompt,timbre,0,0.0
p00029,b63b2d28-ca13-4ae8-b,prompt,function,0,0.0
p00029,b63b2d28-ca13-4ae8-b,prompt,theory,0,0.0
p00029,b63b2d28-ca13-4ae8-b,prompt,story,1,0.75
p00030,ee070cac-0af1-4d86-9,prompt,genre,1,0.2857142857142857
p00030,ee070cac-0af1-4d86-9,prompt,mood,1,0.1428571428571428
p00030,ee070cac-0af1-4d86-9,prompt,instrumentation,1,0.2857142857142857
p00030,ee070cac-0af1-4d86-9,prompt,timbre,0,0.0
p00030,ee070cac-0af1-4d86-9,prompt,function,0,0.0
p00030,ee070cac-0af1-4d86-9,prompt,theory,0,0.0
p00030,ee070cac-0af1-4d86-9,prompt,story,1,0.2857142857142857
p00031,ee0aa1b5-2bb6-4770-a,prompt,genre,1,0.2222222222222222
p00031,ee0aa1b5-2bb6-4770-a,prompt,mood,1,0.2222222222222222
p00031,ee0aa1b5-2bb6-4770-a,prompt,instrumentation,1,0.3333333333333333
p00031,ee0aa1b5-2bb6-4770-a,prompt,timbre,1,0.1111111111111111
p00031,ee0aa1b5-2bb6-4770-a,prompt,function,0,0.0
p00031,ee0aa1b5-2bb6-4770-a,prompt,theory,1,0.1111111111111111
p00031,ee0aa1b5-2bb6-4770-a,prompt,story,0,0.0
p00032,05c85698-35f9-4ca9-a,prompt,genre,1,0.25
p00032,05c85698-35f9-4ca9-a,prompt,mood,0,0.0
p00032,05c85698-35f9-4ca9-a,prompt,instrumentation,0,0.0
p00032,05c85698-35f9-4ca9-a,prompt,timbre,0,0.0
p00032,05c85698-35f9-4ca9-a,prompt,function,0,0.0
p00032,05c85698-35f9-4ca9-a,prompt,theory,0,0.0
p00032,05c85698-35f9-4ca9-a,prompt,story,1,0.75
p00033,0e4f6e42-e8a1-4618-9,prompt,genre,1,0.2
p00033,0e4f6e42-e8a1-4618-9,prompt,mood,0,0.0
p00033,0e4f6e42-e8a1-4618-9,prompt,instrumentation,1,0.2
p00033,0e4f6e42-e8a1-4618-9,prompt,timbre,0,0.0
p00033,0e4f6e42-e8a1-4618-9,prompt,function,1,0.2
p00033,0e4f6e42-e8a1-4618-9,prompt,theory,0,0.0
p00033,0e4f6e42-e8a1-4618-9,prompt,story,1,0.4
p00034,af092e6b-dce4-4354-8,prompt,genre,0,0.0
p00034,af092e6b-dce4-4354-8,prompt,mood,1,0.3333333333333333
p00034,af092e6b-dce4-4354-8,prompt,instrumentation,1,0.3333333333333333
p00034,af092e6b-dce4-4354-8,prompt,timbre,0,0.0
p00034,af092e6b-dce4-4354-8,prompt,function,0,0.0
p00034,af092e6b-dce4-4354-8,prompt,theory,0,0.0
p00034,af092e6b-dce4-4354-8,prompt,story,1,0.3333333333333333
p00035,af1cb15b-e547-4e02-8,prompt,genre,1,0.1538461538461538
p00035,af1cb15b-e547-4e02-8,prompt,mood,1,0.1538461538461538
p00035,af1cb15b-e547-4e02-8,prompt,instrumentation,1,0.1538461538461538
p00035,af1cb15b-e547-4e02-8,prompt,timbre,1,0.0769230769230769
p00035,af1cb15b-e547-4e02-8,prompt,function,0,0.0
p00035,af1cb15b-e547-4e02-8,prompt,theory,1,0.3076923076923077
p00035,af1cb15b-e547-4e02-8,prompt,story,1,0.1538461538461538
p00036,c2eccd6c-3c7f-4e67-9,prompt,genre,1,0.3333333333333333
p00036,c2eccd6c-3c7f-4e67-9,prompt,mood,0,0.0
p00036,c2eccd6c-3c7f-4e67-9,prompt,instrumentation,0,0.0
p00036,c2eccd6c-3c7f-4e67-9,prompt,timbre,0,0.0
p00036,c2eccd6c-3c7f-4e67-9,prompt,function,0,0.0
p00036,c2eccd6c-3c7f-4e67-9,prompt,theory,0,0.0
p00036,c2eccd6c-3c7f-4e67-9,prompt,story,1,0.6666666666666666
p00037,97674f07-7bc3-404e-9,prompt,genre,0,0.0
p00037,97674f07-7bc3-404e-9,prompt,mood,1,0.1666666666666666
p00037,97674f07-7bc3-404e-9,prompt,instrumentation,1,0.6666666666666666
p00037,97674f07-7bc3-404e-9,prompt,timbre,0,0.0
p00037,97674f07-7bc3-404e-9,prompt,function,0,0.0
p00037,97674f07-7bc3-404e-9,prompt,theory,0,0.0
p00037,97674f07-7bc3-404e-9,prompt,story,1,0.1666666666666666
p00038,9e8106ce-2e4a-450c-8,prompt,genre,1,0.25
p00038,9e8106ce-2e4a-450c-8,prompt,mood,0,0.0
p00038,9e8106ce-2e4a-450c-8,prompt,instrumentation,0,0.0
p00038,9e8106ce-2e4a-450c-8,prompt,timbre,0,0.0
p00038,9e8106ce-2e4a-450c-8,prompt,function,0,0.0
p00038,9e8106ce-2e4a-450c-8,prompt,theory,1,0.5
p00038,9e8106ce-2e4a-450c-8,prompt,story,1,0.25
p00039,c03a69e7-7bcb-4c85-b,prompt,genre,1,0.4
p00039,c03a69e7-7bcb-4c85-b,prompt,mood,0,0.0
p00039,c03a69e7-7bcb-4c85-b,prompt,instrumentation,0,0.0
p00039,c03a69e7-7bcb-4c85-b,prompt,timbre,0,0.0
p00039,c03a69e7-7bcb-4c85-b,prompt,function,0,0.0
p00039,c03a69e7-7bcb-4c85-b,prompt,theory,1,0.2
p00039,c03a69e7-7bcb-4c85-b,prompt,story,1,0.4
p00040,1e28722f-2c5c-474e-a,prompt,genre,1,0.1818181818181818
p00040,1e28722f-2c5c-474e-a,prompt,mood,1,0.2727272727272727
p00040,1e28722f-2c5c-474e-a,prompt,instrumentation,1,0.2727272727272727
p00040,1e28722f-2c5c-474e-a,prompt,timbre,1,0.0909090909090909
p00040,1e28722f-2c5c-474e-a,prompt,function,0,0.0
p00040,1e28722f-2c5c-474e-a,prompt,theory,1,0.1818181818181818
p00040,1e28722f-2c5c-474e-a,prompt,story,0,0.0
p00041,8760d63e-0eab-4d6e-9,prompt,genre,1,0.3333333333333333
p00041,8760d63e-0eab-4d6e-9,prompt,mood,0,0.0
p00041,8760d63e-0eab-4d6e-9,prompt,instrumentation,0,0.0
p00041,8760d63e-0eab-4d6e-9,prompt,timbre,0,0.0
p00041,8760d63e-0eab-4d6e-9,prompt,function,1,0.3333333333333333
p00041,8760d63e-0eab-4d6e-9,prompt,theory,0,0.0
p00041,8760d63e-0eab-4d6e-9,prompt,story,1,0.3333333333333333
p00042,876c1749-d348-48e6-a,prompt,genre,1,0.6363636363636364
p00042,876c1749-d348-48e6-a,prompt,mood,1,0.1818181818181818
p00042,876c1749-d348-48e6-a,prompt,instrumentation,1,0.0909090909090909
p00042,876c1749-d348-48e6-a,prompt,timbre,0,0.0
p00042,876c1749-d348-48e6-a,prompt,function,0,0.0
p00042,876c1749-d348-48e6-a,prompt,theory,1,0.0909090909090909
p00042,876c1749-d348-48e6-a,prompt,story,0,0.0
p00043,788859af-9004-4587-b,prompt,genre,1,0.6666666666666666
p00043,788859af-9004-4587-b,prompt,mood,0,0.0
p00043,788859af-9004-4587-b,prompt,instrumentation,1,0.1666666666666666
p00043,788859af-9004-4587-b,prompt,timbre,0,0.0
p00043,788859af-9004-4587-b,prompt,function,0,0.0
p00043,788859af-9004-4587-b,prompt,theory,1,0.1666666666666666
p00043,788859af-9004-4587-b,prompt,story,0,0.0
p00044,42ef4a9a-164f-480e-9,prompt,genre,1,0.6666666666666666
p00044,42ef4a9a-164f-480e-9,prompt,mood,0,0.0
p00044,42ef4a9a-164f-480e-9,prompt,instrumentation,1,0.1666666666666666
p00044,42ef4a9a-164f-480e-9,prompt,timbre,0,0.0
p00044,42ef4a9a-164f-480e-9,prompt,function,0,0.0
p00044,42ef4a9a-164f-480e-9,prompt,theory,0,0.0
p00044,42ef4a9a-164f-480e-9,prompt,story,1,0.1666666666666666
p00045,6eec1cc9-81f9-40d3-9,prompt,genre,1,0.3333333333333333
p00045,6eec1cc9-81f9-40d3-9,prompt,mood,0,0.0
p00045,6eec1cc9-81f9-40d3-9,prompt,instrumentation,1,0.3333333333333333
p00045,6eec1cc9-81f9-40d3-9,prompt,timbre,0,0.0
p00045,6eec1cc9-81f9-40d3-9,prompt,function,0,0.0
p00045,6eec1cc9-81f9-40d3-9,prompt,theory,0,0.0
p00045,6eec1cc9-81f9-40d3-9,prompt,story,1,0.3333333333333333
p00046,6045b0b6-6270-465c-9,prompt,genre,1,0.1428571428571428
p00046,6045b0b6-6270-465c-9,prompt,mood,0,0.0
p00046,6045b0b6-6270-465c-9,prompt,instrumentation,1,0.1428571428571428
p00046,6045b0b6-6270-465c-9,prompt,timbre,0,0.0
p00046,6045b0b6-6270-465c-9,prompt,function,1,0.1428571428571428
p00046,6045b0b6-6270-465c-9,prompt,theory,0,0.0
p00046,6045b0b6-6270-465c-9,prompt,story,1,0.5714285714285714
p00047,6067225b-504a-46e1-8,prompt,genre,1,0.3333333333333333
p00047,6067225b-504a-46e1-8,prompt,mood,1,0.3333333333333333
p00047,6067225b-504a-46e1-8,prompt,instrumentation,0,0.0
p00047,6067225b-504a-46e1-8,prompt,timbre,0,0.0
p00047,6067225b-504a-46e1-8,prompt,function,0,0.0
p00047,6067225b-504a-46e1-8,prompt,theory,0,0.0
p00047,6067225b-504a-46e1-8,prompt,story,1,0.3333333333333333
p00048,33858c28-6c40-43d6-9,prompt,genre,1,0.6666666666666666
p00048,33858c28-6c40-43d6-9,prompt,mood,0,0.0
p00048,33858c28-6c40-43d6-9,prompt,instrumentation,0,0.0
p00048,33858c28-6c40-43d6-9,prompt,timbre,0,0.0
p00048,33858c28-6c40-43d6-9,prompt,function,0,0.0
p00048,33858c28-6c40-43d6-9,prompt,theory,0,0.0
p00048,33858c28-6c40-43d6-9,prompt,story,1,0.3333333333333333
p00049,3c401ec0-d117-449d-a,prompt,genre,1,0.6
p00049,3c401ec0-d117-449d-a,prompt,mood,0,0.0
p00049,3c401ec0-d117-449d-a,prompt,instrumentation,0,0.0
p00049,3c401ec0-d117-449d-a,prompt,timbre,0,0.0
p00049,3c401ec0-d117-449d-a,prompt,function,0,0.0
p00049,3c401ec0-d117-449d-a,prompt,theory,0,0.0
p00049,3c401ec0-d117-449d-a,prompt,story,1,0.4
p00050,3c41851f-03a5-464c-9,prompt,genre,1,0.8333333333333334
p00050,3c41851f-03a5-464c-9,prompt,mood,0,0.0
p00050,3c41851f-03a5-464c-9,prompt,instrumentation,0,0.0
p00050,3c41851f-03a5-464c-9,prompt,timbre,0,0.0
p00050,3c41851f-03a5-464c-9,prompt,function,0,0.0
p00050,3c41851f-03a5-464c-9,prompt,theory,0,0.0
p00050,3c41851f-03a5-464c-9,prompt,story,1,0.1666666666666666
p00051,a817156f-977c-4a72-8,prompt,genre,1,0.1428571428571428
p00051,a817156f-977c-4a72-8,prompt,mood,1,0.1428571428571428
p00051,a817156f-977c-4a72-8,prompt,instrumentation,0,0.0
p00051,a817156f-977c-4a72-8,prompt,timbre,1,0.1428571428571428
p00051,a817156f-977c-4a72-8,prompt,function,0,0.0
p00051,a817156f-977c-4a72-8,prompt,theory,1,0.2857142857142857
p00051,a817156f-977c-4a72-8,prompt,story,1,0.2857142857142857
p00052,1c339881-c51b-4318-a,prompt,genre,1,0.1538461538461538
p00052,1c339881-c51b-4318-a,prompt,mood,1,0.1538461538461538
p00052,1c339881-c51b-4318-a,prompt,instrumentation,1,0.3846153846153846
p00052,1c339881-c51b-4318-a,prompt,timbre,1,0.0769230769230769
p00052,1c339881-c51b-4318-a,prompt,function,1,0.0769230769230769
p00052,1c339881-c51b-4318-a,prompt,theory,1,0.1538461538461538
p00052,1c339881-c51b-4318-a,prompt,story,0,0.0
p00053,168acd2c-563d-4357-b,prompt,genre,1,0.5
p00053,168acd2c-563d-4357-b,prompt,mood,0,0.0
p00053,168acd2c-563d-4357-b,prompt,instrumentation,0,0.0
p00053,168acd2c-563d-4357-b,prompt,timbre,0,0.0
p00053,168acd2c-563d-4357-b,prompt,function,0,0.0
p00053,168acd2c-563d-4357-b,prompt,theory,1,0.5
p00053,168acd2c-563d-4357-b,prompt,story,0,0.0
p00054,16aa7d0d-3f35-4612-a,prompt,genre,1,0.5
p00054,16aa7d0d-3f35-4612-a,prompt,mood,0,0.0
p00054,16aa7d0d-3f35-4612-a,prompt,instrumentation,0,0.0
p00054,16aa7d0d-3f35-4612-a,prompt,timbre,0,0.0
p00054,16aa7d0d-3f35-4612-a,prompt,function,1,0.1666666666666666
p00054,16aa7d0d-3f35-4612-a,prompt,theory,0,0.0
p00054,16aa7d0d-3f35-4612-a,prompt,story,1,0.3333333333333333
p00055,42f15631-a541-4b30-8,prompt,genre,1,0.4545454545454545
p00055,42f15631-a541-4b30-8,prompt,mood,1,0.0909090909090909
p00055,42f15631-a541-4b30-8,prompt,instrumentation,1,0.4545454545454545
p00055,42f15631-a541-4b30-8,prompt,timbre,0,0.0
p00055,42f15631-a541-4b30-8,prompt,function,0,0.0
p00055,42f15631-a541-4b30-8,prompt,theory,0,0.0
p00055,42f15631-a541-4b30-8,prompt,story,0,0.0
p00056,7606dd90-1f55-4f82-8,prompt,genre,1,0.6666666666666666
p00056,7606dd90-1f55-4f82-8,prompt,mood,0,0.0
p00056,7606dd90-1f55-4f82-8,prompt,instrumentation,0,0.0
p00056,7606dd90-1f55-4f82-8,prompt,timbre,0,0.0
p00056,7606dd90-1f55-4f82-8,prompt,function,0,0.0
p00056,7606dd90-1f55-4f82-8,prompt,theory,1,0.3333333333333333
p00056,7606dd90-1f55-4f82-8,prompt,story,0,0.0
p00057,1fc27a56-36f6-4a2b-9,prompt,genre,1,0.5
p00057,1fc27a56-36f6-4a2b-9,prompt,mood,0,0.0
p00057,1fc27a56-36f6-4a2b-9,prompt,instrumentation,0,0.0
p00057,1fc27a56-36f6-4a2b-9,prompt,timbre,0,0.0
p00057,1fc27a56-36f6-4a2b-9,prompt,function,0,0.0
p00057,1fc27a56-36f6-4a2b-9,prompt,theory,0,0.0
