user_number,problem_hash,prompt,genre,mood/emotion,instrumentation,timbre,function,music theory,story/narrative/lyrics,age,gender,english_proficiency,english_native,native_language,years_music_making,years_formal_instruc,hours_per_week_music,ai_text_tools_usage,ai_music_tools_used,ai_music_tools_freq
2,346756fd-269e-4421-8,"Alternative grunge rock? I honestly have no idea, but the vocals and the beginning give me pop vibes, but the guitar and rhythm give me rock vibes, but it isn't pop rock",0.42857142857142855,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,English,3.0,0.0,0.0,Monthly or less,No,
2,3c41851f-03a5-464c-9,80s pop song. You would definitely hear this in a mall or at like a Zoomba class. Would definitely get me into the mood to exercise.,0.25,0.0,0.0,0.0,0.75,0.0,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,English,3.0,0.0,0.0,Monthly or less,No,
2,4ce5fcbf-3111-4a0d-b,Digital and Techno. This would be playing at any number of clubs in Europe,0.5,0.0,0.0,0.0,0.25,0.0,0.25,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,English,3.0,0.0,0.0,Monthly or less,No,
2,12c3b33c-37c3-42e9-b,"Don't know the name of this genre. Other people it reminds me of would be like MF Doom but more inspirational and a little slower. Although, the autotune really takes away on this one",0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,English,3.0,0.0,0.0,Monthly or less,No,
3,d2a0689f-4bd9-496a-b,I don't know what that noise is called but its very upbeat and electric. There is a few woman saying words that are added to the soundtrack.,0.0,0.25,0.25,0.25,0.25,0.0,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,english,0.0,0.0,0.0,Daily or multiple times per week,No,
3,c7af0ea9-f546-4f26-b,I hear electric guitar and drum and maybe like one of those triangle things. Then there is multiple males singing in another language together.,0.0,0.0,0.8,0.0,0.0,0.0,0.2,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,english,0.0,0.0,0.0,Daily or multiple times per week,No,
3,ae81034e-2b91-4d08-8,It sounds like music produced by an orchestra and is very dramatic. It's sung like opera I think?,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,english,0.0,0.0,0.0,Daily or multiple times per week,No,
3,97e26fe2-d45a-46b2-8,There is a woman singing in a whisper like voice and there is background beats and some added sound effects.,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,english,0.0,0.0,0.0,Daily or multiple times per week,No,
3,8760d63e-0eab-4d6e-9,I hear acoustic guitar and drums. Maybe a tambourine or something? There is a main male singer and backup vocals and it sounds like a country song.,0.16666666666666666,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,english,0.0,0.0,0.0,Daily or multiple times per week,No,
3,7e425ed4-399b-4c72-a,"I hear electric guitar, drums, bass, and some piano. There is a woman singing in a lower voice at the end but there is an instrumental build-up first.",0.0,0.0,0.8571428571428571,0.0,0.0,0.14285714285714285,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,english,0.0,0.0,0.0,Daily or multiple times per week,No,
3,55300023-5c40-490e-9,I hear like jazz music with a main female singing and male and female background vocals.,0.25,0.0,0.75,0.0,0.0,0.0,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,english,0.0,0.0,0.0,Daily or multiple times per week,No,
3,58339466-2de5-4409-b,I hear beats like when someone uses one of those keyboard things to input sounds. A woman is singing over it and there is some backup vocals. She hits high notes.,0.0,0.0,0.5,0.0,0.0,0.5,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,english,0.0,0.0,0.0,Daily or multiple times per week,No,
3,63da007b-14c8-431d-a,There is a guy talk-screaming in another language. It seems like the punk music with electric guitar.,0.2,0.0,0.2,0.2,0.0,0.0,0.4,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,english,0.0,0.0,0.0,Daily or multiple times per week,No,
3,6eec1cc9-81f9-40d3-9,Sounds like punk metal with electric guitar and drums. A guy is more screaming than singing.,0.2,0.0,0.6,0.2,0.0,0.0,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,english,0.0,0.0,0.0,Daily or multiple times per week,No,
3,7279ca60-c53e-4913-a,I hear different beats maybe by drums and guitar and like a trombone or something. There is a male singer and its upbeat it sounds like an older song.,0.0,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.0,0.14285714285714285,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,english,0.0,0.0,0.0,Daily or multiple times per week,No,
3,291b2f9c-c41b-4ab8-9,"I hear acoustic guitar, maybe some sort of trombone or something in it (i don't know the differences between those kinds of instruments). It sounds country.",0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,english,0.0,0.0,0.0,Daily or multiple times per week,No,
3,2b52b4c3-c6fb-47b5-b,There is upbeat beats and a woman singing in a high pitch tone with background vocals. At some points it sounds like her voice gets distorted.,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,english,0.0,0.0,0.0,Daily or multiple times per week,No,
3,3f9b3ba7-7b13-4d04-8,"I hear multiple vocals mainly male, I think? And violin is playing and it sounds like a musical song.",0.25,0.0,0.75,0.0,0.0,0.0,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,english,0.0,0.0,0.0,Daily or multiple times per week,No,
3,43d604bc-f7ba-45f9-a,I hear guitar music and it's a guy and girl country duet that has guy background vocals.,0.25,0.0,0.75,0.0,0.0,0.0,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,english,0.0,0.0,0.0,Daily or multiple times per week,No,
3,45aa2509-8554-4bf3-8,I hear electric guitar and drums. A guy is like screaming but not that hard and it sounds like punk but not the hard metal kind where they just scream.,0.16666666666666666,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,english,0.0,0.0,0.0,Daily or multiple times per week,No,
3,4edf7524-0d23-48f2-9,"This song has drums, guitar, and bass. The lyrics are really weird, but it sounds like a rock song sung by a man with like an echoey back up.",0.125,0.0,0.625,0.125,0.0,0.0,0.125,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,english,0.0,0.0,0.0,Daily or multiple times per week,No,
3,1c339881-c51b-4318-a,Electric music in a different language sang by multiple women. The tone is high pitched.,0.25,0.0,0.25,0.25,0.0,0.0,0.25,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,english,0.0,0.0,0.0,Daily or multiple times per week,No,
3,1fce4fac-fe02-42f3-9,I hear jazz music with a saxophone or something in it and some background beats.,0.25,0.0,0.25,0.0,0.25,0.25,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,english,0.0,0.0,0.0,Daily or multiple times per week,No,
3,25e7176b-dcd9-4b4b-8,I hear different beats and guitar. There are multiple women singing and it's not calm but not upbeat.,0.0,0.0,0.4,0.0,0.0,0.6,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,english,0.0,0.0,0.0,Daily or multiple times per week,No,
4,ee070cac-0af1-4d86-9,woman singing with guitars in the background. country kinda .,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,18 - 24,Prefer not to answer,Extremely Proficient (Native or Bilingual),Yes,Anglais,0.0,2.0,0.0,I have no knowledge of these tools or never used them before,No,
4,d2c86c3d-07fc-4390-8,"slow paced techno vibes, definitely uses a mixer, cool guy singing",0.2,0.2,0.4,0.0,0.0,0.2,0.0,18 - 24,Prefer not to answer,Extremely Proficient (Native or Bilingual),Yes,Anglais,0.0,2.0,0.0,I have no knowledge of these tools or never used them before,No,
4,bed541d5-46b8-4faa-b,"middle aged guy, seems like slow paced soul music. nice to the ears.",0.25,0.0,0.0,0.25,0.0,0.25,0.25,18 - 24,Prefer not to answer,Extremely Proficient (Native or Bilingual),Yes,Anglais,0.0,2.0,0.0,I have no knowledge of these tools or never used them before,No,
4,bec6e67b-3c7f-4554-9,"not english, fast paced, lots of instruments involved . .",0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,18 - 24,Prefer not to answer,Extremely Proficient (Native or Bilingual),Yes,Anglais,0.0,2.0,0.0,I have no knowledge of these tools or never used them before,No,
4,9a30a0c9-b192-4113-b,"country, slow paced, guitar involved, rustic in a sense .",0.25,0.0,0.25,0.25,0.0,0.25,0.0,18 - 24,Prefer not to answer,Extremely Proficient (Native or Bilingual),Yes,Anglais,0.0,2.0,0.0,I have no knowledge of these tools or never used them before,No,
4,957d1ef7-7bd1-4d9a-a,"good laid back rhythm. young ladies singing, kinda like soul music",0.25,0.25,0.25,0.0,0.0,0.25,0.0,18 - 24,Prefer not to answer,Extremely Proficient (Native or Bilingual),Yes,Anglais,0.0,2.0,0.0,I have no knowledge of these tools or never used them before,No,
4,92374983-b2b0-41a7-b,"1970s flavored, woman and man singing alternate of one another.",0.0,0.0,0.5,0.25,0.0,0.25,0.0,18 - 24,Prefer not to answer,Extremely Proficient (Native or Bilingual),Yes,Anglais,0.0,2.0,0.0,I have no knowledge of these tools or never used them before,No,
4,86b81fdf-9b70-4200-a,"not english. middle aged guy singing, good tune, good rhythm. j'ai pensé pour un second c'était francais, mais c'est pas",0.0,0.0,0.2,0.0,0.0,0.4,0.4,18 - 24,Prefer not to answer,Extremely Proficient (Native or Bilingual),Yes,Anglais,0.0,2.0,0.0,I have no knowledge of these tools or never used them before,No,
4,8399844f-3c3d-44c7-b,"HARD ROCK. i absolutely do not like this junk lol. punk rock stuff, can hardly understand it",0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,18 - 24,Prefer not to answer,Extremely Proficient (Native or Bilingual),Yes,Anglais,0.0,2.0,0.0,I have no knowledge of these tools or never used them before,No,
4,814b22e6-1017-444c-b,"retro theme music, a bit of guitar, two guys singing, has a nice ring to it",0.2,0.0,0.4,0.2,0.2,0.0,0.0,18 - 24,Prefer not to answer,Extremely Proficient (Native or Bilingual),Yes,Anglais,0.0,2.0,0.0,I have no knowledge of these tools or never used them before,No,
4,72dda986-55c6-450e-8,"slow beat, melodic, no singing, guitars playing atop one another.",0.0,0.0,0.25,0.0,0.0,0.5,0.25,18 - 24,Prefer not to answer,Extremely Proficient (Native or Bilingual),Yes,Anglais,0.0,2.0,0.0,I have no knowledge of these tools or never used them before,No,
4,754c7a3c-64af-4a19-8,a good rhythm. some sort of artificial music (maybe techno)? cool techno voice,0.2,0.2,0.2,0.2,0.0,0.2,0.0,18 - 24,Prefer not to answer,Extremely Proficient (Native or Bilingual),Yes,Anglais,0.0,2.0,0.0,I have no knowledge of these tools or never used them before,No,
4,754e03f6-9cc8-4deb-b,slower paced. multiple voices singing at the same time. a male lead singer. guitar involved.,0.0,0.0,0.75,0.0,0.0,0.25,0.0,18 - 24,Prefer not to answer,Extremely Proficient (Native or Bilingual),Yes,Anglais,0.0,2.0,0.0,I have no knowledge of these tools or never used them before,No,
4,2c080e35-5332-4784-a,"lady singing, piano playing, high and low pitch, just depending",0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,18 - 24,Prefer not to answer,Extremely Proficient (Native or Bilingual),Yes,Anglais,0.0,2.0,0.0,I have no knowledge of these tools or never used them before,No,
4,04a39cf5-a7c3-4d9b-8,"up beat a little. black guy singing with a raspy voice, talking about quail eggs? history embedded",0.0,0.0,0.2,0.2,0.0,0.2,0.4,18 - 24,Prefer not to answer,Extremely Proficient (Native or Bilingual),Yes,Anglais,0.0,2.0,0.0,I have no knowledge of these tools or never used them before,No,
4,0cd8226a-a270-4165-a,"country music. guitar, drums, good rhythm. good good music . .",0.25,0.0,0.5,0.0,0.0,0.25,0.0,18 - 24,Prefer not to answer,Extremely Proficient (Native or Bilingual),Yes,Anglais,0.0,2.0,0.0,I have no knowledge of these tools or never used them before,No,
4,0d11dd6d-73de-4101-a,"rock and roll. screaming while singing. can easily understand their words, tough to listen to",0.25,0.0,0.0,0.5,0.0,0.0,0.25,18 - 24,Prefer not to answer,Extremely Proficient (Native or Bilingual),Yes,Anglais,0.0,2.0,0.0,I have no knowledge of these tools or never used them before,No,
4,0f2e29c0-780e-45ae-b,"rap style music. continued beat drops in the song, young guy talking about his life.",0.25,0.0,0.0,0.0,0.0,0.25,0.5,18 - 24,Prefer not to answer,Extremely Proficient (Native or Bilingual),Yes,Anglais,0.0,2.0,0.0,I have no knowledge of these tools or never used them before,No,
4,115645aa-6751-4e25-8,"techno themed, woman singing about a jacket, fast paced, . .",0.25,0.0,0.25,0.0,0.0,0.25,0.25,18 - 24,Prefer not to answer,Extremely Proficient (Native or Bilingual),Yes,Anglais,0.0,2.0,0.0,I have no knowledge of these tools or never used them before,No,
4,22c95ed0-8f48-4e40-a,"woman singing, light voice, gives billie eilish vibes . .",0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,18 - 24,Prefer not to answer,Extremely Proficient (Native or Bilingual),Yes,Anglais,0.0,2.0,0.0,I have no knowledge of these tools or never used them before,No,
5,d8545371-3d1e-4271-8,This music can be described as slow yet upbeat but it also has a nice vibe to it.,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Marathi,13.0,13.0,0.0,Daily or multiple times per week,No,
5,8b332c1e-f10e-4afc-a,This music can be described as slow yet has upbeat vibes.,0.0,0.5,0.0,0.0,0.0,0.5,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Marathi,13.0,13.0,0.0,Daily or multiple times per week,No,
5,ee0aa1b5-2bb6-4770-a,This music can be described as it has a very rock feeling to it as it begins.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Marathi,13.0,13.0,0.0,Daily or multiple times per week,No,
5,c21d9593-e7e4-41fe-b,This music is very strong and has some sort of rock component that is very interesting.,0.5,0.0,0.0,0.5,0.0,0.0,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Marathi,13.0,13.0,0.0,Daily or multiple times per week,No,
5,ae86cd19-fca5-4ad7-b,This music can be described as upbeat and it has a fast feeling.,0.0,0.5,0.0,0.0,0.0,0.5,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Marathi,13.0,13.0,0.0,Daily or multiple times per week,No,
5,a817156f-977c-4a72-8,This music can be described as slow and very melancholic.,0.0,0.5,0.0,0.0,0.0,0.5,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Marathi,13.0,13.0,0.0,Daily or multiple times per week,No,
5,9a496feb-6a67-4f22-a,This music can be described as having a deep and heavy feeling.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Marathi,13.0,13.0,0.0,Daily or multiple times per week,No,
5,959ae3b5-07a9-464c-8,This music can be described as it has a slow pace and different tone.,0.0,0.0,0.0,0.5,0.0,0.5,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Marathi,13.0,13.0,0.0,Daily or multiple times per week,No,
5,7606dd90-1f55-4f82-8,This music can also be described as heavy and sort of fast.,0.0,0.0,0.0,0.5,0.0,0.5,0.0,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Marathi,13.0,13.0,0.0,Daily or multiple times per week,No,
