url,song_id,title,prompt,genre,mood/emotion,instrumentation,timbre,function,music theory,story/narrative/lyrics
https://udio.com/songs/f8439571-23e6-4c8a-900b-9323671ff4c9,f8439571-23e6-4c8a-900b-9323671ff4c9,Echoes of Freedom,"hip hop, hardcore hip hop, gangsta rap, east coast rap, west coast hip hop,",1.0,0.0,0.0,0.0,0.0,0.0,0.0
https://udio.com/songs/f87d8dbf-83a9-4c58-a66d-f3d86e8ece8b,f87d8dbf-83a9-4c58-a66d-f3d86e8ece8b,Moorland Memories,"Love and loss in north west England , pop rock,",0.25,0.0,0.0,0.0,0.0,0.0,0.75
https://udio.com/songs/b1c7f9c0-da77-440b-8ed9-6d5d7979ba3e,b1c7f9c0-da77-440b-8ed9-6d5d7979ba3e,Paw in Paw,A Beatles style song about two little kittens named rookie and Coco,0.25,0.0,0.0,0.0,0.0,0.0,0.75
https://udio.com/songs/0a1282d5-b306-49f4-b0ff-f945c2ed2407,0a1282d5-b306-49f4-b0ff-f945c2ed2407,The Baker's Conversion,"A song about programmer named Emmanuel who became disillusioned with the corporate world and became a baker., jazz, soul jazz,",0.4,0.0,0.0,0.0,0.0,0.0,0.6
https://udio.com/songs/4edf7524-0d23-48f2-906a-ed5cc10c9197,4edf7524-0d23-48f2-906a-ed5cc10c9197,Sausage Festivity,Write a melodic yet comedic song with sombre tones about eating lots of sausage,0.0,0.5,0.0,0.0,0.0,0.25,0.25
https://udio.com/songs/85c89132-e0ce-42d5-973e-e0198f60e894,85c89132-e0ce-42d5-973e-e0198f60e894,BIDADARIKU,"a song about coming home after a long time, pop, indie, bass, japanese rock",0.6,0.0,0.2,0.0,0.0,0.0,0.2
https://udio.com/songs/304f77ae-6961-4c73-b240-b82c6d9837c1,304f77ae-6961-4c73-b240-b82c6d9837c1,Sizzle and Pop,"synth-pop, house, about chicken on a stick and fish oil",0.5,0.0,0.0,0.0,0.0,0.0,0.5
https://udio.com/songs/9a12553b-7ae1-4e35-9c24-de4224ba47ba,9a12553b-7ae1-4e35-9c24-de4224ba47ba,Digital Daydreams,Carrie is off school sick with a bad cough but can play PlayStation,0.0,0.0,0.0,0.0,0.0,0.0,1.0
https://udio.com/songs/9a2bd396-3954-4d40-b3bd-dc97f611ae73,9a2bd396-3954-4d40-b3bd-dc97f611ae73,"Un coup de vent, un coup de sang.","guitar jazz, old french singer with south accent, sad ballade",0.4,0.2,0.2,0.2,0.0,0.0,0.0
https://udio.com/songs/9a30a0c9-b192-4113-bc71-6b6b57bf15cf,9a30a0c9-b192-4113-bc71-6b6b57bf15cf,Hands of Protest,"A singer songwriter war protest song, seventies style, about a manicure set",0.5,0.0,0.0,0.0,0.0,0.25,0.25
https://udio.com/songs/9a496feb-6a67-4f22-abf9-a46b34ff68ba,9a496feb-6a67-4f22-abf9-a46b34ff68ba,Tuskaa ja Unelmaa,"pop rock, electronic, rock, male rock lead, synth-pop, male vocalist, catchy chorus",0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0
https://udio.com/songs/9a4d75e7-de00-4931-9105-4d53c84471bf,9a4d75e7-de00-4931-9105-4d53c84471bf,Crispy Kingdom,A 90s hip hop rap about how fried chicken is the best food on the planet,0.5,0.0,0.0,0.0,0.0,0.0,0.5
https://udio.com/songs/21ee8bb8-76c4-41d2-b18e-d09524c38093,21ee8bb8-76c4-41d2-b18e-d09524c38093,Eternal Momentum,"electronic, mixer boss bx 8, tech, 4/4 140 BMP, trance",0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.5,0.0
https://udio.com/songs/5de77170-9628-498c-88c4-eaa0f9a6bf47,5de77170-9628-498c-88c4-eaa0f9a6bf47,Bethany's Feast,"acoustic guitar, mandolin, piano, acoustic bass, percussion, bossa nova, female singer,",0.14285714285714285,0.0,0.8571428571428571,0.0,0.0,0.0,0.0
https://udio.com/songs/5de9f530-88d9-44a5-943c-a53b321d1106,5de9f530-88d9-44a5-943c-a53b321d1106,memories don't fade,"synthwave, funk, saxophone, upbeat, 2019, serene, catchy, ambient, about a summer party, female vocalist,",0.3,0.2,0.2,0.1,0.0,0.1,0.1
https://udio.com/songs/b63b2d28-ca13-4ae8-b325-bc509fb36454,b63b2d28-ca13-4ae8-b325-bc509fb36454,Autumn's Veil,"A song about the foggy autumn morning in the forest with the smell of wet woods and soil,electronic,",0.25,0.0,0.0,0.0,0.0,0.0,0.75
https://udio.com/songs/ee070cac-0af1-4d86-95b3-5e692884fadc,ee070cac-0af1-4d86-95b3-5e692884fadc,Stand Tall Through the Pain,"Country pop song, being young and moving on from your past, female vocalist, diva country, motivating, includes guitar solo",0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857
https://udio.com/songs/ee0aa1b5-2bb6-4770-a51e-f2ea9e1c873f,ee0aa1b5-2bb6-4770-a51e-f2ea9e1c873f,My Spark,"rock, alternative rock, male vocalist, drums (drum set), keyboard, energetic, passionate, melodic, heavy,",0.2222222222222222,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.0
https://udio.com/songs/05c85698-35f9-4ca9-a086-ce048852ec24,05c85698-35f9-4ca9-a086-ce048852ec24,City Groove Nights,A jazz funk song about 4 middle aged men getting funky in New York City,0.25,0.0,0.0,0.0,0.0,0.0,0.75
https://udio.com/songs/0e4f6e42-e8a1-4618-975e-9345b7f0d84b,0e4f6e42-e8a1-4618-975e-9345b7f0d84b,Mechanical Heartstrings,"Instrumental orchestral, cinematic music about a girl and her Robot best friend",0.2,0.0,0.2,0.0,0.2,0.0,0.4
https://udio.com/songs/af092e6b-dce4-4354-82b0-f18c4d8f09c6,af092e6b-dce4-4354-82b0-f18c4d8f09c6,A Brighter Tomorrow remix v2,"A song about hope for Nigeria's future, sang by a female artist",0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
https://udio.com/songs/af1cb15b-e547-4e02-83d0-67bb3ba20412,af1cb15b-e547-4e02-83d0-67bb3ba20412,life's a ride so wild it seems[tease],"hip hop, electronic, synthesizer, 2020, upbeat, serene, male vocalist, catchy, beautiful, melodic, uptempo, about amazing feeling of a theme park,",0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.0,0.3076923076923077,0.15384615384615385
https://udio.com/songs/c2eccd6c-3c7f-4e67-93c5-b2525f3b9e21,c2eccd6c-3c7f-4e67-93c5-b2525f3b9e21,Hiroshima Flavors,"There’s Hiroshima-style okonomiyaki, but there is no such thing as ‘Hiroshimayaki., blues,",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
https://udio.com/songs/97674f07-7bc3-404e-9410-b8239d3611c0,97674f07-7bc3-404e-9410-b8239d3611c0,Witness the Fray,"epic song about gogeta vs broly, heavy drums, epic guitar, piano, english",0.0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.16666666666666666
https://udio.com/songs/9e8106ce-2e4a-450c-8653-66941bb3ad46,9e8106ce-2e4a-450c-8653-66941bb3ad46,Tesla Exodus,a fast-paced 90's influenced alt/indie song about tesla departures leaving.,0.25,0.0,0.0,0.0,0.0,0.5,0.25
https://udio.com/songs/c03a69e7-7bcb-4c85-bc76-54bcd86a1368,c03a69e7-7bcb-4c85-bc76-54bcd86a1368,Unrisen Melodies,"Song about I can shake but can’t bake , Rock Musical, Standards, 1980s, duet",0.4,0.0,0.0,0.0,0.0,0.2,0.4
https://udio.com/songs/1e28722f-2c5c-474e-a931-1e5b740fff7d,1e28722f-2c5c-474e-a931-1e5b740fff7d,Archtop Odyssey,"Post-Bop, Jazz Fusion, instrumental, technical, melodic, warm, passionate, energetic, playful, guitar, archtop guitar",0.18181818181818182,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.0,0.18181818181818182,0.0
https://udio.com/songs/8760d63e-0eab-4d6e-9c6c-19d14c0310ea,8760d63e-0eab-4d6e-9c6c-19d14c0310ea,Memory Echoes,jingle about a story writing service in style of Elvis preslley,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333
https://udio.com/songs/876c1749-d348-48e6-a06c-64ec23323e40,876c1749-d348-48e6-a06c-64ec23323e40,Steph sonic début,"Male vocalist, Rock, Alternative metal, Nu Metal, Electronica, Alternative rock, Glitch, Rap rock, Passionate, Bittersweet, Anthemic,",0.6363636363636364,0.18181818181818182,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0
https://udio.com/songs/788859af-9004-4587-b3d8-2fe1ccd96b86,788859af-9004-4587-b3d8-2fe1ccd96b86,FrÃ¼hlingserwachen,"Electro pop, male voice, melodic, soul, hip hop rnb and dance hall,",0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0
https://udio.com/songs/42ef4a9a-164f-480e-9992-5f91a57425ee,42ef4a9a-164f-480e-9992-5f91a57425ee,Twilight of Man,"A song about humanity doomed to end, rock, classic rock, guitar solos, dark ambient, slow rock,",0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
https://udio.com/songs/6eec1cc9-81f9-40d3-9466-38f5f89748f3,6eec1cc9-81f9-40d3-9466-38f5f89748f3,Cosmic Transmissions,"AlienAPI whispering messages into the Human Hosts Brain., hard rock, guitar, male vocalist, heavy metal, electric guitar, album rock,",0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
https://udio.com/songs/6045b0b6-6270-465c-9f8a-c88cf01311fe,6045b0b6-6270-465c-9f8a-c88cf01311fe,Midnight Reverie Short One,"spaghetti western, Twang guitar,Dwayne Eddie, train sounds in background, Birds squawking, wind blo",0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.5714285714285714
https://udio.com/songs/6067225b-504a-46e1-8848-deb07c09fe48,6067225b-504a-46e1-8848-deb07c09fe48,Racing Inferno,upbeat eurobeat song as heard in the anime Initial D,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
https://udio.com/songs/33858c28-6c40-43d6-9bff-1b9ec1a44503,33858c28-6c40-43d6-9bff-1b9ec1a44503,Echoes of Eternity,"a progressive rock ballad, like we are in the 70s",0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
https://udio.com/songs/3c401ec0-d117-449d-ab39-8fa7a9828059,3c401ec0-d117-449d-ab39-8fa7a9828059,Gold Dreams,"A poor girl trying to make her way in life, r&b, hip hop, contemporary r&b,",0.6,0.0,0.0,0.0,0.0,0.0,0.4
https://udio.com/songs/3c41851f-03a5-464c-9840-4646904010d0,3c41851f-03a5-464c-9840-4646904010d0,Connect to Progress,"A song about the benefits of Technology in Africa. , pop, traditional pop, electropop, euro house, dance-pop,",0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
https://udio.com/songs/a817156f-977c-4a72-8ea5-10fbadfa7532,a817156f-977c-4a72-8ea5-10fbadfa7532,"Dark, somber, quiet into NICE alt rock riff","Sad and slow grunge instrumental, 80bpm, 2000s production, (rick rubin), (modern sound),",0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857
https://udio.com/songs/1c339881-c51b-4318-afa1-a64c22bebdad,1c339881-c51b-4318-afa1-a64c22bebdad,もっと!もっと!モップ!,"female vocalist, guitar, bass guitar, drums (drum set), uptempo, uplifting, anime soundtrack, melodic, j-rock, piano rock, upbeat, catchy, piano rock,",0.15384615384615385,0.15384615384615385,0.38461538461538464,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.0
https://udio.com/songs/168acd2c-563d-4357-ba74-0cd98f66630d,168acd2c-563d-4357-ba74-0cd98f66630d,Shadows of the Past,Create a hip hop beat like 4th Disciple from Wu-Tang and Stoupe from Jedi Mind Tricks,0.5,0.0,0.0,0.0,0.0,0.5,0.0
https://udio.com/songs/16aa7d0d-3f35-4612-a9ea-8a660a5af0a3,16aa7d0d-3f35-4612-a9ea-8a660a5af0a3,Last Dance of Summer,"country, modern country, line dance, americana, that last summer night of vacation before you head back to daily life",0.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333
https://udio.com/songs/42f15631-a541-4b30-8b29-4a1110136627,42f15631-a541-4b30-8b29-4a1110136627,Dreams in the Mountains,"rock, pop rock, drums (drum set), classic rock, guitar, bass guitar, 80's, male vocalist, energetic, classic hard rock,",0.45454545454545453,0.09090909090909091,0.45454545454545453,0.0,0.0,0.0,0.0
https://udio.com/songs/7606dd90-1f55-4f82-8970-ec55c9a05f80,7606dd90-1f55-4f82-8970-ec55c9a05f80,Yell for Kell,starts as old school hiphop but morphs into uk drill,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
https://udio.com/songs/1fc27a56-36f6-4a2b-9d87-513f4a0a9058,1fc27a56-36f6-4a2b-9d87-513f4a0a9058,Syntax und Semantik,"A german song about what elements you need to form proper sentences, electronic, electro,",0.5,0.0,0.0,0.0,0.0,0.0,0.5
https://udio.com/songs/1fcc61c5-7033-469e-9d6a-a70822983eed,1fcc61c5-7033-469e-9d6a-a70822983eed,Synth-Lord,"A Melodic drill/jersey club song that samples G-Funk. (Minimoog voyager synth, analog synthesizer, Sampling, G-Funk Piano, laid-back).",0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0,0.0,0.2222222222222222,0.0
https://udio.com/songs/1fce4fac-fe02-42f3-94ba-6c66c9cdccd2,1fce4fac-fe02-42f3-94ba-6c66c9cdccd2,Aether Pulse,"Title is something in the air, like Bonobo, electronic, club, house, dance, jazz, euro house,",0.625,0.0,0.0,0.0,0.25,0.0,0.125
https://udio.com/songs/858415cc-1335-476e-ac56-9e0c6947ca9f,858415cc-1335-476e-ac56-9e0c6947ca9f,Stay Fungus-Free,Compose a rhyme or song on the prevention of Ringworm,0.0,0.0,0.0,0.0,0.0,0.0,1.0
https://udio.com/songs/957d1ef7-7bd1-4d9a-a682-cc6a55ef374e,957d1ef7-7bd1-4d9a-a682-cc6a55ef374e,Release and Groove,"a song about forgiving someone that wronged you, pop, funk,",0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
https://udio.com/songs/959ae3b5-07a9-464c-8e16-9f9d4faccd02,959ae3b5-07a9-464c-8e16-9f9d4faccd02,Heart of Lies,"sad song sang by a man with a very nice voice., pop, indie,",0.4,0.2,0.2,0.2,0.0,0.0,0.0
https://udio.com/songs/0825d51f-0845-4009-ae83-5b7347403923,0825d51f-0845-4009-ae83-5b7347403923,Love’s Stronger Tide,a sentimental song about love that's lost and hope that it can be found again,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
https://udio.com/songs/2b52b4c3-c6fb-47b5-b47e-43b4b40f75d4,2b52b4c3-c6fb-47b5-b47e-43b4b40f75d4,Riding High remix v2,"a bright fun pop song jingle with female sung lyrics ""lonsborough motor service - right here for you""",0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857
https://udio.com/songs/652ed6ff-5366-4dea-9870-280da8e43b39,652ed6ff-5366-4dea-9870-280da8e43b39,Eternal Oneness,"528hz healing frequency enlightenment awakening, sunrise, new age, meditative, house/pop,",0.3333333333333333,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.3333333333333333
https://udio.com/songs/27f40db1-6caa-4c04-a4e7-f12e651af282,27f40db1-6caa-4c04-a4e7-f12e651af282,Bear in the Current,an old school hip song about finding a black bear swimming in the water during a canoe trip,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
https://udio.com/songs/20752527-76a9-4e5a-bdbd-82e225598fb7,20752527-76a9-4e5a-bdbd-82e225598fb7,Mystic Peaks,"a song inspired by Nicholas Roerich paintings, ambient, locrian mode",0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
https://udio.com/songs/be7b3ab7-8a50-4437-8acc-ac93487ab635,be7b3ab7-8a50-4437-8acc-ac93487ab635,Symphonic World,tame impala song about the whole world creating music together,0.5,0.0,0.0,0.0,0.0,0.0,0.5
https://udio.com/songs/be9d0001-9386-4d1a-b85c-c2eb1a216754,be9d0001-9386-4d1a-b85c-c2eb1a216754,Shadows of the Quiet Night,"four piece classical quartet, somber and pensive, solo vocalist singing about being awake all night",0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.0,0.14285714285714285,0.14285714285714285
https://udio.com/songs/bea4ed25-c74b-4eca-b131-8088aa41a588,bea4ed25-c74b-4eca-b131-8088aa41a588,인공 빛 속 운명,"synth-pop, 10s beautiful korean idol singer sings. Talks about we are doomed by AGI soon inkorean.",0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.2857142857142857
https://udio.com/songs/2f52deb7-1947-4e11-9178-e8745a35b9e6,2f52deb7-1947-4e11-9178-e8745a35b9e6,Silent Circuits,a 2000s emo song written from the perspective of Elon Musk about getting dumped by Grimes,0.25,0.0,0.0,0.0,0.0,0.25,0.5
https://udio.com/songs/b7aa837e-a53b-4f8a-97ed-e339ecd96dae,b7aa837e-a53b-4f8a-97ed-e339ecd96dae,Neural Groove,"Electronic, Funky House, Electro, Electro house, Deep house, Funk, Vocalist",0.8571428571428571,0.0,0.14285714285714285,0.0,0.0,0.0,0.0
https://udio.com/songs/583280dc-ce99-4a35-a684-823a7b60d753,583280dc-ce99-4a35-a684-823a7b60d753,Every moment[tease],"synthwave, funk, upbeat, ambient, serene, 2019, saxaphone, synth,song about the beautiful wonders of life, female vocalist,",0.3333333333333333,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111
https://udio.com/songs/58339466-2de5-4409-be95-54e99dd0b88b,58339466-2de5-4409-be95-54e99dd0b88b,Nowhere part 0,"old school soul, deep soul, traditional black gospel, r&b/soul, motown, southern soul,",1.0,0.0,0.0,0.0,0.0,0.0,0.0
https://udio.com/songs/61375a85-29d0-4b45-9ff9-5bd133094b1f,61375a85-29d0-4b45-9ff9-5bd133094b1f,Vilde's Galaxy,"A sci-fi epic movie theme about a space pirate named “Vilde”, synth-pop,",0.16666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333
https://udio.com/songs/6184d460-21d8-4a0c-b029-31aa4dce91af,6184d460-21d8-4a0c-b029-31aa4dce91af,Shadows Within,"A song by a boy band about his demons , pop rock,",0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
https://udio.com/songs/65239b62-1cec-4b3a-9f6c-583a3ca80ff5,65239b62-1cec-4b3a-9f6c-583a3ca80ff5,Rockstar1,"A song about money, women, rockstar lifestyle, in the style of Playboi Carti",0.25,0.0,0.0,0.0,0.0,0.0,0.75
https://udio.com/songs/3a357ba5-4c78-432d-81fe-c920ac31ed50,3a357ba5-4c78-432d-81fe-c920ac31ed50,Shadow Moon Serenade,"pop, a song with chinese traditional poems as its lyrics.",0.5,0.0,0.0,0.0,0.0,0.0,0.5
https://udio.com/songs/3a5cb7e8-d45f-481e-bd93-d38a23edcb34,3a5cb7e8-d45f-481e-bd93-d38a23edcb34,Wiener Verdauungslied,"A viennese song about having eaten way too much. And tipps how to feel better, e.g. drinking Schnaps or Coffee.",0.2,0.0,0.0,0.0,0.0,0.0,0.8
https://udio.com/songs/e66caf62-70ce-418a-875d-b778d6e27cc5,e66caf62-70ce-418a-875d-b778d6e27cc5,Brand New Beans,"hip hop, song about having to eat the wrong brand of baked beans",0.5,0.0,0.0,0.0,0.0,0.0,0.5
https://udio.com/songs/0c1cecb1-1601-43cc-8bc9-c51256abe2f0,0c1cecb1-1601-43cc-8bc9-c51256abe2f0,Oathbound Saga,A song about board games dungeons and dragons and fantasy style music,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
https://udio.com/songs/517bf045-71e3-4661-baae-096ecb85fbbb,517bf045-71e3-4661-baae-096ecb85fbbb,Shadow Scurry,horrorcore rap with emo guitar and phaseshifting electronic bass. the squirrel is here for his walnuts,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.3333333333333333
https://udio.com/songs/7a6c8429-fbc7-4e0e-bf89-61eee2072407,7a6c8429-fbc7-4e0e-bf89-61eee2072407,Vorkath is a Shoplifter (OSRS),"a song about mixing potions in oldschool runescape, rap rock,",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
https://udio.com/songs/7a83cea8-c6f4-4944-8823-68aef4c971c6,7a83cea8-c6f4-4944-8823-68aef4c971c6,When Will You Realize? (Re: Spare Me The Trouble),"pop, female vocalist, sarcastic, breakup, high school girl calls her ex-boyfriend melodramatic",0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.5714285714285714
https://udio.com/songs/cc598c82-8126-4cdf-9091-fa7cfbfc539a,cc598c82-8126-4cdf-9091-fa7cfbfc539a,Glitched Ethos,2000s 90s playstation jungle dnb glitch with ethereal jungle pads amen break,0.3333333333333333,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.4444444444444444
https://udio.com/songs/f190fc46-b387-4437-a37e-c2e4f2c4a4e9,f190fc46-b387-4437-a37e-c2e4f2c4a4e9,Sun-Kissed Ripples,"Make a song about a summer day, but make it bluesy with a little bit of hip-hop flare to it",0.5,0.0,0.0,0.25,0.0,0.0,0.25
https://udio.com/songs/9c7e479a-5c4d-46d9-8ecc-2c5849ae114e,9c7e479a-5c4d-46d9-8ecc-2c5849ae114e,Harbor Whispers,A song about a secret I must keep style Norah jones,0.5,0.0,0.0,0.0,0.0,0.0,0.5
https://udio.com/songs/2c080e35-5332-4784-a590-bbf9db7e765d,2c080e35-5332-4784-a590-bbf9db7e765d,Eclipse Embrace,Song about total eclipse of sun using music of Louis Capaldi someone you love song,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
https://udio.com/songs/0f2e29c0-780e-45ae-b2b1-abb3c2c77c8a,0f2e29c0-780e-45ae-b2b1-abb3c2c77c8a,Warrior's Grind,"a day in the life of a kickboxing worrier, trap, rap, hiphop",0.6,0.0,0.0,0.0,0.0,0.0,0.4
https://udio.com/songs/479be710-4ceb-4509-8c44-55f981fa0637,479be710-4ceb-4509-8c44-55f981fa0637,"Felix, the Dog of the House","a song about my dog, jazz, swing, vocal jazz, easy listening,",0.8,0.0,0.0,0.0,0.0,0.0,0.2
https://udio.com/songs/6cff0016-0d2e-4199-9cb2-48317bc30512,6cff0016-0d2e-4199-9cb2-48317bc30512,Distant Lights,"acoustic guitar, acoustic rock, male vocalists, blues rock, fingerstyle, singer-songwriter, folk-pop, electric guitar, pop rock, classic rock, contemporary pop/rock,",0.6363636363636364,0.0,0.2727272727272727,0.0,0.0,0.09090909090909091,0.0
https://udio.com/songs/82297794-bd7d-4718-9fcb-b3a10d824475,82297794-bd7d-4718-9fcb-b3a10d824475,Velocity Overture,Please Compose a symphony-like piece in style of Anton Bruckner 8th as a Film music for a bike-chase,0.5,0.0,0.0,0.0,0.25,0.0,0.25
https://udio.com/songs/8235499a-b4cf-4189-9570-ee2f9bad03e0,8235499a-b4cf-4189-9570-ee2f9bad03e0,Syntax Euphonie,"A german song about what elements you need to form proper sentences, electronic, electro,",0.5,0.0,0.0,0.0,0.0,0.0,0.5
https://udio.com/songs/1acbac5c-f315-45df-8041-037b55620a92,1acbac5c-f315-45df-8041-037b55620a92,We own the night,"female vocalist, r&b, alternative r&b, slow beats, hip hop, soul, contemporary r&b,",0.7142857142857143,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0
